"Source: EMFAC2021 (v1.0.1) Emissions Inventory"
"Region Type: Sub-Area"
"Region: San Mateo (SF)"
"Calendar Year: 2020, 2030, 2040, 2050"
"Season: Annual"
"Vehicle Classification: EMFAC202x Categories"
"Units:  miles/day for CVMT and EVMT, trips/day for Trips, kWh/day for Energy Consumption, tons/day for Emissions, 1000 gallons/day for Fuel Consumption"

Region,"Calendar Year","Vehicle Category","Model Year",Speed,Fuel,Population,"Total VMT",CVMT,EVMT,Trips,"Energy Consumption",NOx_RUNEX,NOx_IDLEX,NOx_STREX,NOx_TOTEX,PM2.5_RUNEX,PM2.5_IDLEX,PM2.5_STREX,PM2.5_TOTEX,PM2.5_PMTW,PM2.5_PMBW,PM2.5_TOTAL,PM10_RUNEX,PM10_IDLEX,PM10_STREX,PM10_TOTEX,PM10_PMTW,PM10_PMBW,PM10_TOTAL,CO2_RUNEX,CO2_IDLEX,CO2_STREX,CO2_TOTEX,CH4_RUNEX,CH4_IDLEX,CH4_STREX,CH4_TOTEX,N2O_RUNEX,N2O_IDLEX,N2O_STREX,N2O_TOTEX,ROG_RUNEX,ROG_IDLEX,ROG_STREX,ROG_TOTEX,ROG_DIURN,ROG_HOTSOAK,ROG_RUNLOSS,ROG_TOTAL,TOG_RUNEX,TOG_IDLEX,TOG_STREX,TOG_TOTEX,TOG_DIURN,TOG_HOTSOAK,TOG_RUNLOSS,TOG_TOTAL,CO_RUNEX,CO_IDLEX,CO_STREX,CO_TOTEX,SOx_RUNEX,SOx_IDLEX,SOx_STREX,SOx_TOTEX,NH3_RUNEX,"Fuel Consumption"
"San Mateo (SF)",2030,LDA,Aggregate,Aggregate,Electricity,25244.075587372055,809588.1364054497,0,809588.1364054497,122638.40297726907,312567.8395976359,0,0,0,0,0,0,0,0,0.0017848363198998437,0.0013682872224034736,0.0031531235423033176,0,0,0,0,0.007139345279599375,0.003909392064009925,0.0110487373436093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"San Mateo (SF)",2030,LDA,Aggregate,Aggregate,"Plug-in Hybrid",9770.49465491132,287561.11584642535,127243.39963792697,160317.71620849834,40400.99539947014,48420.72852805441,0.0009011050602191273,0,0.005219394226536662,0.00612049928675579,0.00011873079223168134,0,0.00006524065297316826,0.0001839714452048496,0.0006339637411591059,0.0004271597351333768,0.0012450949214973322,0.00012913056965343448,0,0.00007095516272264284,0.00020008573237607734,0.0025358549646364234,0.0012204563860953627,0.003956397083107863,37.840043950579485,0,2.74909595421765,40.589139904797136,0.00011156743383342598,0,0.001802029712459202,0.001913597146292628,0.00014245999024888446,0,0.0008236202306112951,0.0009660802208601796,0.0003787304066854203,0,0.007866346830383295,0.008245077237068715,0.005030607846116674,0.0017248055349927828,0.002046903198021773,0.017047393816199945,0.0005526425203971297,0,0.008612659624855941,0.00916530214525307,0.005030607846116674,0.001724805534992073,0.0020469031980209305,0.017967618724382746,0.05647343665015131,0,0.06137693314419713,0.11785036979434843,0.00037408735858684533,0,0.00002717761230294011,0.0004012649708897854,0.00577699946847603,4.280074088009285
"San Mateo (SF)",2030,LDT1,Aggregate,Aggregate,Gasoline,27717.908258637388,705667.7026866099,705667.7026866099,0,127669.43879022327,0,0.03709864724690137,0,0.033097157664343534,0.07019580491124491,0.0007601665924887501,0,0.0002319601423185089,0.000992126734807259,0.0015557309808509562,0.002195384530525019,0.004743242246183234,0.0008267505275972537,0,0.00025227781901794024,0.001079028346615194,0.006222923923403825,0.006272527230071484,0.013574479500090504,227.01538138445437,0,10.344182538336627,237.359563922791,0.001765625204631003,0,0.008098645421548296,0.009864270626179299,0.0035893806520518744,0,0.004065451403480287,0.007654832055532161,0.007214065658380356,0,0.03815871295188537,0.04537277861026572,0.04455699144210541,0.011992380751418511,0.03467426560595916,0.1365964164097488,0.010526747674287476,0,0.04177898756100954,0.05230573523529702,0.04455699144210541,0.01199238075141358,0.034674265605944894,0.1435293730347609,0.5257032946604258,0,0.4059845795154233,0.9316878741758491,0.00224427816446538,0,0.00010226277558134965,0.0023465409400467295,0.03100945142100997,25.02926944177627
"San Mateo (SF)",2030,LDT1,Aggregate,Aggregate,Diesel,0.204115166186637,6.131891349518885,6.131891349518885,0,1.004393568094999,0,0.00000017200715414744301,0,0,0.00000017200715414744301,0.00000002274180728373979,0,0,0.00000002274180728373979,0.00000001351850638386815,0.000000018127032198846815,0.000000054387345866454754,0.000000023770090893835286,0,0,0.000000023770090893835286,0.0000000540740255354726,0.00000005179152056813376,0.00000012963563699744166,0.0024380891427304165,0,0,0.0024380891427304165,0.0000000034538311679799632,0,0,0.0000000034538311679799632,0.0000003841219373225198,0,0,0.0000003841219373225198,0.00000007435895155869235,0,0,0.00000007435895155869235,0,0,0,0.00000007435895155869235,0.00000008465272263056964,0,0,0.00000008465272263056964,0,0,0,0.00000008465272263056964,0.0000006854182748902881,0,0,0.0000006854182748902881,0.00000002310213367045266,0,0,0.00000002310213367045266,0.00000002095367888965155,0.00021779353731870633
"San Mateo (SF)",2030,LDT1,Aggregate,Aggregate,Electricity,315.433159196705,10759.942584429575,0,10759.942584429575,1561.7897586300444,4154.225903979188,0,0,0,0,0,0,0,0,0.00002372161283142738,0.000018150703900816846,0.00004187231673224423,0,0,0,0,0.00009488645132570952,0.000051859154002333854,0.00014674560532804338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"San Mateo (SF)",2030,LDT1,Aggregate,Aggregate,"Plug-in Hybrid",248.86938782999172,7950.150270137294,3286.4763367188693,4663.673933418426,1029.0749187129775,1408.5685276337958,0.000023273980935236514,0,0.00013294592463121942,0.00015621990556645595,0.000002063187085578401,0,0.0000011140972070651781,0.0000031772842926435793,0.000017527081132641838,0.000011894134227822276,0.000032598499653107695,0.000002243904202563371,0,0.0000012116823638884057,0.0000034555865664517766,0.00007010832453056735,0.00003398324065092079,0.00010754715174793992,0.9773427099389904,0,0.07688036062065945,1.0542230705596498,0.0000028865713051014902,0,0.000045984236523970445,0.00004887080782907194,0.0000036923221250420813,0,0.000021056155275294226,0.000024748477400336308,0.000009781949579383508,0,0.0002003678410644047,0.0002101497906437882,0.00007328866324802265,0.000026082661917341964,0.000022621616213011877,0.00033214273202216473,0.000014273797863920637,0,0.00021937756522373726,0.0002336513630876579,0.00007328866324802265,0.00002608266191733123,0.000022621616213002566,0.00035564430446601437,0.001458610927812665,0,0.0015633640176856852,0.00302197494549835,0.00000966202769935174,0,0.0000007600406349778083,0.00001042206833432955,0.0001521541980325871,0.11116650556940381
"San Mateo (SF)",2040,LDA,Aggregate,Aggregate,Gasoline,239013.44866363314,5833280.290367908,5833280.290367908,0,1122617.3346536795,0,0.12535536032767833,0,0.2048936589192719,0.3302490192469502,0.003239388774047374,0,0.0010921856261796822,0.004331574400227056,0.012860181687729686,0.015333424817468952,0.032525180905425694,0.0035231308564456845,0,0.0011878515204435957,0.00471098237688928,0.05144072675091874,0.04380978519276843,0.09996149432057645,1511.9057427286102,0,70.56057344541016,1582.4663161740204,0.005866142359845085,0,0.04138884782272794,0.04725499018257302,0.018802038125147927,0,0.02912159681394859,0.047923634939096516,0.01833218919226912,0,0.17222945760732186,0.19056164679959098,0.24349715663408047,0.050366354101202666,0.1856822745993515,0.6701074321342255,0.02675028743606459,0,0.1885695771785772,0.21531986461464178,0.24349715663408047,0.05036635410118194,0.1856822745992751,0.6948656499491793,2.767240834594276,0,2.1985651037432956,4.965805938337572,0.014946727505610276,0,0.0006975631047109909,0.015644290610321267,0.26872849486729977,166.86909579484433
"San Mateo (SF)",2040,LDA,Aggregate,Aggregate,Diesel,181.87711402584702,3702.308021543865,3702.308021543865,0,800.9300459393285,0,0.00010176950960246338,0,0,0.00010176950960246338,0.000006722678356625853,0,0,0.000006722678356625853,0.00000816219201734779,0.000009805458262291013,0.000024690328636264654,0.000007026648040469084,0,0,0.000007026648040469084,0.00003264876806939116,0.000028015595035117172,0.00006769101114497741,0.787565773529079,0,0,0.787565773529079,0.0000010140061112751273,0,0,0.0000010140061112751273,0.00012408130834712022,0,0,0.00012408130834712022,0.00002183095456649798,0,0,0.00002183095456649798,0,0,0,0.00002183095456649798,0.000024853090353481296,0,0,0.000024853090353481296,0,0,0,0.000024853090353481296,0.0005804062795864576,0,0,0.0005804062795864576,0.000007462585947110314,0,0,0.000007462585947110314,0.000012651394000987646,0.07035293857055142
"San Mateo (SF)",2040,LDA,Aggregate,Aggregate,Electricity,31852.52452852199,875819.3410390697,0,875819.3410390697,151743.204081617,338138.55094500654,0,0,0,0,0,0,0,0,0.0019308511319074172,0.001482157155213928,0.0034130082871213453,0,0,0,0,0.007723404527629669,0.004234734729182651,0.011958139256812321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"San Mateo (SF)",2040,LDA,Aggregate,Aggregate,"Plug-in Hybrid",11148.361816461207,281077.0165814882,115888.32707715273,165188.6895043354,46098.47611267803,49891.90764164901,0.0008290863713727396,0,0.0059554502975885945,0.006784536668961334,0.00006528932212839529,0,0.00004638519312781948,0.00011167451525621477,0.0006196687492373124,0.0004242819448201996,0.0011556252093137267,0.00007100809486956858,0,0.000050448129752154044,0.00012145622462172263,0.0024786749969492494,0.0012122341280577133,0.0038123653496286852,34.72803019533333,0,2.989754448168103,37.71778464350143,0.00010102198324211101,0,0.0019926317764762795,0.0020936537597183906,0.00012420688533494893,0,0.0008816617704077851,0.001005868655742734,0.0003521432639310067,0,0.008975684828280756,0.009327828092211762,0.009190092702192381,0.001970889632402601,0.00396184255753694,0.024450652984343686,0.0005138466241010031,0,0.009827245097734772,0.010341091721835775,0.009190092702192381,0.00197088963240179,0.00396184255753531,0.025463916613965257,0.05205872635653783,0,0.07003250930927099,0.12209123566580882,0.0003433219343419262,0,0.00002955676652488003,0.00037287870086680626,0.005355421250633598,3.9772932633806652
"San Mateo (SF)",2040,LDT1,Aggregate,Aggregate,Gasoline,31069.933098235306,705649.2250164552,705649.2250164552,0,142822.63201653413,0,0.01834644772943365,0,0.02917278150901161,0.04751922923844526,0.0004303222475576465,0,0.00015019649483408954,0.000580518742391736,0.0015556902445613347,0.0022502700157603426,0.004386479002713413,0.0004680147071977323,0,0.00016335239219181997,0.0006313670993895522,0.006222760978245339,0.006429342902172407,0.013283470979807298,212.17088624440586,0,10.436453340463789,222.60733958486966,0.0008541940020078597,0,0.005689100355995943,0.006543294358003803,0.0024950275359639468,0,0.004017789203190458,0.0065128167391544055,0.0028362261494634415,0,0.023859226434545747,0.02669545258400919,0.03958706824370757,0.00774951219113118,0.030162101410550354,0.1041941344293983,0.004138614539491272,0,0.02612284973240812,0.030261464271899394,0.03958706824370757,0.00774951219112799,0.03016210141053793,0.10776014611727289,0.376441074991271,0,0.2961375430429172,0.6725786180341882,0.002097525217144583,0,0.0001031749663992969,0.00220070018354388,0.032274742033236006,23.473665817818368
"San Mateo (SF)",2040,LDT1,Aggregate,Aggregate,Diesel,0.33808376987874494,8.083870973660133,8.083870973660133,0,1.5936419590136754,0,0.00000023704932321890706,0,0,0.00000023704932321890706,0.00000003389408497008842,0,0,0.00000003389408497008842,0.00000001782188482063782,0.000000025463295099947187,0.00000007717926489067342,0.00000003542662508966129,0,0,0.00000003542662508966129,0.00000007128753928255128,0.00000007275227171413482,0.00000017946643608634738,0.003145452550818482,0,0,0.003145452550818482,0.000000004947114509903657,0,0,0.000000004947114509903657,0.0000004955673303328656,0,0,0.0000004955673303328656,0.0000001065084627203654,0,0,0.0000001065084627203654,0,0,0,0.0000001065084627203654,0.00000012125280364340324,0,0,0.00000012125280364340324,0,0,0,0.00000012125280364340324,0.0000010985873091631588,0,0,0.0000010985873091631588,0.00000002980476144596397,0,0,0.00000002980476144596397,0.000000027623913554949003,0.0002809820303550128
"San Mateo (SF)",2040,LDT1,Aggregate,Aggregate,Electricity,797.5262436192194,22339.254576683106,0,22339.254576683106,3827.563175917388,8624.796025615819,0,0,0,0,0,0,0,0,0.000049249625994994274,0.00003782849708915093,0.00008707812308414521,0,0,0,0,0.0001969985039799771,0.00010808142025471694,0.000305079924234694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"San Mateo (SF)",2040,LDT1,Aggregate,Aggregate,"Plug-in Hybrid",616.3906411740295,15546.839422661507,6339.360610416443,9207.478812245066,2548.7753013436813,2780.933028110949,0.000045352949842949576,0,0.00032927562702444996,0.00037462857686739956,0.0000031939550594660413,0,0.0000021914317806695105,0.000005385386840135552,0.000034274913889449926,0.000023512476506390597,0.00006317277723597607,0.0000034737175464265702,0,0.0000023833820096332628,0.000005857099556059833,0.0001370996555577997,0.00006717850430397315,0.00021013525941783267,1.8997038981422318,0,0.18799121642590674,2.0876951145681386,0.000005514238888840131,0,0.00011010036040387855,0.00011561459929271869,0.000006763799604503875,0,0.000048675450107467734,0.00005543924971197161,0.00001926305429451499,0,0.0004962637755540804,0.0005155268298485954,0.00029376305726291197,0.00007996514405131138,0.000104902696661934,0.0009941577278247528,0.000028108603608133094,0,0.0005433463684164733,0.0005714549720246064,0.00029376305726291197,0.00007996514405127849,0.0001049026966618908,0.0010500858700006877,0.0028477332240146483,0,0.0038720830940765292,0.0067198163180911775,0.00001878050708084016,0,0.0000018584845641866238,0.000020638991645026783,0.0002934937698898137,0.22014484131679263
"San Mateo (SF)",2050,LDA,Aggregate,Aggregate,Gasoline,243756.93051113427,5729795.580766812,5729795.580766812,0,1146037.6263786585,0,0.11852403237987871,0,0.1965029734498612,0.3150270058297399,0.0027537648023078128,0,0.0009073209665981604,0.0036610857689059733,0.01263203695592766,0.015063839491325271,0.0313569622161589,0.002994970478422366,0,0.0009867943359352259,0.003981764814357592,0.05052814782371064,0.0430395414037865,0.09754945404185472,1469.2928430114773,0,70.45818506033409,1539.7510280718113,0.005458583014639,0,0.03749842577788908,0.04295700879252808,0.018069621865249103,0,0.028764928247733357,0.04683455011298246,0.016659056487540028,0,0.14855675667807852,0.16521581316561856,0.21819757285111152,0.04200846317072881,0.16931917562092577,0.5947410248083846,0.02430885612086423,0,0.16265094939609873,0.18695980551696295,0.21819757285111152,0.042008463170711524,0.16931917562085613,0.6164850171596421,2.6688834382634727,0,2.067375465198145,4.736258903461618,0.014525455608629185,0,0.0006965508912851001,0.015222006499914285,0.26509678213092464,162.36482203597836
"San Mateo (SF)",2050,LDA,Aggregate,Aggregate,Diesel,151.720507431751,3303.9498085910086,3303.9498085910086,0,691.5689489443874,0,0.000028569483983281915,0,0,0.000028569483983281915,0.000002560248620001485,0,0,0.000002560248620001485,0.00000728396248947267,0.000008695486039448606,0.00001853969714892276,0.000002676011701662961,0,0,0.000002676011701662961,0.00002913584995789068,0.00002484424582699602,0.00005665610748654966,0.6810011204050724,0,0,0.6810011204050724,0.0000006144834016746495,0,0,0.0000006144834016746495,0.00010729200385013453,0,0,0.00010729200385013453,0.000013229465852979076,0,0,0.000013229465852979076,0,0,0,0.000013229465852979076,0.000015060867318965247,0,0,0.000015060867318965247,0,0,0,0.000015060867318965247,0.0004304846002944327,0,0,0.0004304846002944327,0.0000064528317023335305,0,0,0.0000064528317023335305,0.000011290138622918288,0.060833560320490185
"San Mateo (SF)",2050,LDA,Aggregate,Aggregate,Electricity,34131.26948050759,882267.2484026295,0,882267.2484026295,161242.79482812696,340627.975362096,0,0,0,0,0,0,0,0,0.0019450663343447072,0.0014936456828830566,0.0034387120172277635,0,0,0,0,0.007780265337378829,0.00426755909395159,0.012047824431330418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"San Mateo (SF)",2050,LDA,Aggregate,Aggregate,"Plug-in Hybrid",11525.352944020562,275655.7291872094,112240.6541139603,163415.07507324909,47657.334425190435,49356.22322128599,0.0008029902492068349,0,0.00615683880289316,0.006959829052099995,0.000054077060315151213,0,0.00003945476513656588,0.0000935318254517171,0.0006077168564083416,0.0004168340462087242,0.0011180827280687828,0.00005881373713107688,0,0.00004291065697334537,0.00010172439410442225,0.0024308674256333664,0.0011909544177392123,0.003723546237477001,33.635323685979166,0,3.051488278604273,36.68681196458344,0.00009718598402433052,0,0.0020389983367030276,0.002136184320727358,0.00011866802084692398,0,0.0008927908223058227,0.0010114588431527466,0.0003410592876979533,0,0.009279205076343987,0.00962026436404194,0.010095155354640886,0.0019559321206532435,0.003947826832469199,0.02561917867180527,0.0004976729120004471,0,0.010159561564601398,0.010657234476601845,0.010095155354640886,0.001955932120652439,0.003947826832467575,0.026656148784362746,0.050422070765011484,0,0.07240071686164248,0.12282278762665397,0.0003325194180359509,0,0.00003016706828862736,0.00036268648632457824,0.00519508317503572,3.868578482559184
