ZIPCODE,MONTH,YEAR,CUSTOMERCLASS,COMBINED,TOTALCUSTOMERS,TOTALTHM,AVERAGETHM
94521,10,2017,Gas- Commercial,N,268,44839,167
94521,11,2017,Gas- Commercial,N,268,48947,183
94521,12,2017,Gas- Commercial,N,270,74454,276
94523,10,2017,Gas- Commercial,Y,0,0,NA
94523,11,2017,Gas- Commercial,Y,0,0,NA
94523,12,2017,Gas- Commercial,Y,0,0,NA
94525,10,2017,Gas- Commercial,Y,0,0,NA
94525,11,2017,Gas- Commercial,Y,0,0,NA
94525,12,2017,Gas- Commercial,Y,0,0,NA
94526,10,2017,Gas- Commercial,Y,0,0,NA
94526,11,2017,Gas- Commercial,Y,0,0,NA
94526,12,2017,Gas- Commercial,Y,0,0,NA
94528,10,2017,Gas- Commercial,Y,0,0,NA
94528,11,2017,Gas- Commercial,Y,0,0,NA
94528,12,2017,Gas- Commercial,Y,0,0,NA
94530,10,2017,Gas- Commercial,Y,0,0,NA
94530,11,2017,Gas- Commercial,Y,0,0,NA
94530,12,2017,Gas- Commercial,N,329,80051,243
94531,10,2017,Gas- Commercial,Y,0,0,NA
94531,11,2017,Gas- Commercial,Y,0,0,NA
94531,12,2017,Gas- Commercial,Y,0,0,NA
94533,10,2017,Gas- Commercial,Y,855,246031,288
94533,11,2017,Gas- Commercial,N,836,332390,398
94533,12,2017,Gas- Commercial,Y,1202,711855,592
94534,10,2017,Gas- Commercial,Y,0,0,NA
94534,11,2017,Gas- Commercial,N,348,139287,400
94534,12,2017,Gas- Commercial,Y,0,0,NA
94535,10,2017,Gas- Commercial,Y,0,0,NA
94535,11,2017,Gas- Commercial,Y,0,0,NA
94535,12,2017,Gas- Commercial,Y,0,0,NA
94536,10,2017,Gas- Commercial,Y,0,0,NA
94536,11,2017,Gas- Commercial,Y,0,0,NA
94536,12,2017,Gas- Commercial,Y,0,0,NA
94538,10,2017,Gas- Commercial,Y,1815,520920,287
94538,11,2017,Gas- Commercial,Y,1817,630790,347
94538,12,2017,Gas- Commercial,N,1325,908517,686
94539,10,2017,Gas- Commercial,Y,0,0,NA
94539,11,2017,Gas- Commercial,Y,0,0,NA
94539,12,2017,Gas- Commercial,Y,496,215868,435
94541,10,2017,Gas- Commercial,N,710,93716,132
94541,11,2017,Gas- Commercial,N,706,118794,168
94541,12,2017,Gas- Commercial,N,705,181233,257
94542,10,2017,Gas- Commercial,Y,0,0,NA
94542,11,2017,Gas- Commercial,Y,0,0,NA
94542,12,2017,Gas- Commercial,Y,0,0,NA
94544,10,2017,Gas- Commercial,N,732,176290,241
94544,11,2017,Gas- Commercial,Y,749,211004,282
94544,12,2017,Gas- Commercial,Y,748,310534,415
94545,10,2017,Gas- Commercial,N,1164,254824,219
94545,11,2017,Gas- Commercial,N,1162,293423,253
94545,12,2017,Gas- Commercial,N,1166,449292,385
94546,10,2017,Gas- Commercial,N,473,72400,153
94546,11,2017,Gas- Commercial,N,477,82762,174
94546,12,2017,Gas- Commercial,N,479,119402,249
94547,10,2017,Gas- Commercial,Y,0,0,NA
94547,11,2017,Gas- Commercial,Y,0,0,NA
94547,12,2017,Gas- Commercial,Y,0,0,NA
94549,10,2017,Gas- Commercial,Y,539,111796,207
94549,11,2017,Gas- Commercial,Y,540,132788,246
94549,12,2017,Gas- Commercial,Y,754,325220,431
94550,10,2017,Gas- Commercial,Y,759,157946,208
94550,11,2017,Gas- Commercial,N,643,178951,278
94550,12,2017,Gas- Commercial,N,644,294699,458
94551,10,2017,Gas- Commercial,Y,1450,381190,263
94551,11,2017,Gas- Commercial,Y,889,199868,225
94551,12,2017,Gas- Commercial,Y,898,340798,380
94552,10,2017,Gas- Commercial,Y,0,0,NA
94552,11,2017,Gas- Commercial,Y,0,0,NA
94552,12,2017,Gas- Commercial,Y,0,0,NA
94553,10,2017,Gas- Commercial,Y,1101,220159,200
94553,11,2017,Gas- Commercial,Y,1216,318049,262
94553,12,2017,Gas- Commercial,Y,1152,488652,424
94555,10,2017,Gas- Commercial,Y,0,0,NA
94555,11,2017,Gas- Commercial,Y,0,0,NA
94555,12,2017,Gas- Commercial,N,103,101321,984
94556,10,2017,Gas- Commercial,Y,0,0,NA
94556,11,2017,Gas- Commercial,Y,0,0,NA
94556,12,2017,Gas- Commercial,Y,0,0,NA
94558,10,2017,Gas- Commercial,Y,931,185038,199
94558,11,2017,Gas- Commercial,Y,939,259401,276
94558,12,2017,Gas- Commercial,Y,2137,939318,440
94559,10,2017,Gas- Commercial,Y,756,127169,168
94559,11,2017,Gas- Commercial,N,649,137441,212
94559,12,2017,Gas- Commercial,N,650,205150,316
94560,10,2017,Gas- Commercial,Y,676,269009,398
94560,11,2017,Gas- Commercial,Y,679,296207,436
94560,12,2017,Gas- Commercial,N,578,320785,555
94561,10,2017,Gas- Commercial,Y,0,0,NA
94561,11,2017,Gas- Commercial,Y,0,0,NA
94561,12,2017,Gas- Commercial,Y,0,0,NA
94563,10,2017,Gas- Commercial,Y,0,0,NA
94563,11,2017,Gas- Commercial,Y,0,0,NA
94563,12,2017,Gas- Commercial,N,157,84517,538
94564,10,2017,Gas- Commercial,Y,598,120914,202
94564,11,2017,Gas- Commercial,Y,598,151717,254
94564,12,2017,Gas- Commercial,Y,665,223894,337
94565,10,2017,Gas- Commercial,N,656,102810,157
94565,11,2017,Gas- Commercial,N,660,125589,190
94565,12,2017,Gas- Commercial,N,664,208686,314
94566,10,2017,Gas- Commercial,N,718,127125,177
94566,11,2017,Gas- Commercial,N,718,160565,224
94566,12,2017,Gas- Commercial,N,720,262689,365
94568,10,2017,Gas- Commercial,N,630,200133,318
94568,11,2017,Gas- Commercial,Y,1608,630360,392
94568,12,2017,Gas- Commercial,Y,1611,983586,611
94569,10,2017,Gas- Commercial,Y,0,0,NA
94569,11,2017,Gas- Commercial,Y,0,0,NA
94569,12,2017,Gas- Commercial,Y,0,0,NA
94571,10,2017,Gas- Commercial,Y,0,0,NA
94571,11,2017,Gas- Commercial,Y,0,0,NA
94571,12,2017,Gas- Commercial,Y,0,0,NA
94572,10,2017,Gas- Commercial,Y,110,10150,92
94572,11,2017,Gas- Commercial,Y,0,0,NA
94572,12,2017,Gas- Commercial,Y,0,0,NA
94574,10,2017,Gas- Commercial,Y,281,71811,256
94574,11,2017,Gas- Commercial,Y,282,103689,368
94574,12,2017,Gas- Commercial,Y,0,0,NA
94576,10,2017,Gas- Commercial,Y,0,0,NA
94576,11,2017,Gas- Commercial,Y,0,0,NA
94576,12,2017,Gas- Commercial,Y,0,0,NA
94577,10,2017,Gas- Commercial,N,1233,214219,174
94577,11,2017,Gas- Commercial,N,1234,265898,215
94577,12,2017,Gas- Commercial,Y,1354,438848,324
94578,10,2017,Gas- Commercial,Y,666,142471,214
94578,11,2017,Gas- Commercial,Y,664,168379,254
94578,12,2017,Gas- Commercial,Y,546,187244,343
94579,10,2017,Gas- Commercial,Y,0,0,NA
94579,11,2017,Gas- Commercial,Y,0,0,NA
94579,12,2017,Gas- Commercial,Y,0,0,NA
94580,10,2017,Gas- Commercial,Y,0,0,NA
94580,11,2017,Gas- Commercial,Y,0,0,NA
94580,12,2017,Gas- Commercial,Y,0,0,NA
94582,10,2017,Gas- Commercial,Y,0,0,NA
94582,11,2017,Gas- Commercial,Y,0,0,NA
94582,12,2017,Gas- Commercial,Y,0,0,NA
94583,10,2017,Gas- Commercial,Y,959,310330,324
94583,11,2017,Gas- Commercial,Y,0,0,NA
94583,12,2017,Gas- Commercial,Y,0,0,NA
94585,10,2017,Gas- Commercial,Y,388,53790,139
94585,11,2017,Gas- Commercial,Y,0,0,NA
94585,12,2017,Gas- Commercial,N,225,74078,329
94586,10,2017,Gas- Commercial,Y,0,0,NA
94586,11,2017,Gas- Commercial,Y,0,0,NA
94586,12,2017,Gas- Commercial,Y,0,0,NA
94587,10,2017,Gas- Commercial,Y,1102,285268,259
94587,11,2017,Gas- Commercial,Y,1102,321218,291
94587,12,2017,Gas- Commercial,Y,1105,471425,427
94588,10,2017,Gas- Commercial,Y,0,0,NA
94588,11,2017,Gas- Commercial,N,557,299128,537
94588,12,2017,Gas- Commercial,N,563,459060,815
94589,10,2017,Gas- Commercial,Y,0,0,NA
94589,11,2017,Gas- Commercial,Y,297,94921,320
94589,12,2017,Gas- Commercial,Y,297,124053,418
94590,10,2017,Gas- Commercial,Y,953,134492,141
94590,11,2017,Gas- Commercial,N,773,103694,134
94590,12,2017,Gas- Commercial,N,771,158006,205
94591,10,2017,Gas- Commercial,Y,0,0,NA
94591,11,2017,Gas- Commercial,N,308,71944,234
94591,12,2017,Gas- Commercial,N,307,102223,333
94595,10,2017,Gas- Commercial,Y,0,0,NA
94595,11,2017,Gas- Commercial,Y,0,0,NA
94595,12,2017,Gas- Commercial,Y,0,0,NA
94596,10,2017,Gas- Commercial,Y,1040,285691,275
94596,11,2017,Gas- Commercial,Y,786,276129,351
94596,12,2017,Gas- Commercial,Y,789,414723,526
94597,10,2017,Gas- Commercial,Y,0,0,NA
94597,11,2017,Gas- Commercial,Y,0,0,NA
94597,12,2017,Gas- Commercial,Y,0,0,NA
94598,10,2017,Gas- Commercial,Y,0,0,NA
94598,11,2017,Gas- Commercial,N,255,97511,382
94598,12,2017,Gas- Commercial,N,257,152146,592
94599,10,2017,Gas- Commercial,Y,0,0,NA
94599,11,2017,Gas- Commercial,Y,0,0,NA
94599,12,2017,Gas- Commercial,Y,0,0,NA
94601,10,2017,Gas- Commercial,N,533,91280,171
94601,11,2017,Gas- Commercial,Y,992,232969,235
94601,12,2017,Gas- Commercial,N,532,163316,307
94602,10,2017,Gas- Commercial,N,226,30182,134
94602,11,2017,Gas- Commercial,N,226,40707,180
94602,12,2017,Gas- Commercial,N,226,56071,248
94603,10,2017,Gas- Commercial,Y,0,0,NA
94603,11,2017,Gas- Commercial,N,180,39312,218
94603,12,2017,Gas- Commercial,Y,0,0,NA
94605,10,2017,Gas- Commercial,Y,469,82851,177
94605,11,2017,Gas- Commercial,Y,0,0,NA
94605,12,2017,Gas- Commercial,Y,643,214756,334
94606,10,2017,Gas- Commercial,Y,656,109528,167
94606,11,2017,Gas- Commercial,Y,0,0,NA
94606,12,2017,Gas- Commercial,Y,0,0,NA
94607,10,2017,Gas- Commercial,N,598,141590,237
94607,11,2017,Gas- Commercial,Y,0,0,NA
94607,12,2017,Gas- Commercial,N,601,254384,423
94608,10,2017,Gas- Commercial,Y,953,296967,312
94608,11,2017,Gas- Commercial,Y,955,351699,368
94608,12,2017,Gas- Commercial,Y,961,489627,509
94609,10,2017,Gas- Commercial,Y,0,0,NA
94609,11,2017,Gas- Commercial,Y,0,0,NA
94609,12,2017,Gas- Commercial,Y,0,0,NA
94610,10,2017,Gas- Commercial,Y,0,0,NA
94610,11,2017,Gas- Commercial,N,267,39625,148
94610,12,2017,Gas- Commercial,N,267,57729,216
94611,10,2017,Gas- Commercial,Y,524,93439,178
94611,11,2017,Gas- Commercial,Y,524,115294,220
94611,12,2017,Gas- Commercial,N,338,92506,274
94612,10,2017,Gas- Commercial,N,449,110746,247
94612,11,2017,Gas- Commercial,Y,0,0,NA
94612,12,2017,Gas- Commercial,Y,0,0,NA
94613,10,2017,Gas- Commercial,Y,0,0,NA
94613,11,2017,Gas- Commercial,Y,0,0,NA
94613,12,2017,Gas- Commercial,Y,0,0,NA
94618,10,2017,Gas- Commercial,Y,0,0,NA
94618,11,2017,Gas- Commercial,Y,0,0,NA
94618,12,2017,Gas- Commercial,Y,0,0,NA
94619,10,2017,Gas- Commercial,N,169,23844,141
94619,11,2017,Gas- Commercial,Y,0,0,NA
94619,12,2017,Gas- Commercial,Y,0,0,NA
94621,10,2017,Gas- Commercial,Y,538,148217,275
94621,11,2017,Gas- Commercial,Y,533,177147,332
94621,12,2017,Gas- Commercial,Y,532,261195,491
94702,10,2017,Gas- Commercial,Y,441,45166,102
94702,11,2017,Gas- Commercial,Y,443,63594,144
94702,12,2017,Gas- Commercial,Y,448,90907,203
94703,10,2017,Gas- Commercial,Y,0,0,NA
94703,11,2017,Gas- Commercial,Y,0,0,NA
94703,12,2017,Gas- Commercial,Y,0,0,NA
94704,10,2017,Gas- Commercial,Y,1052,284019,270
94704,11,2017,Gas- Commercial,Y,1051,357665,340
94704,12,2017,Gas- Commercial,Y,1083,432708,400
94705,10,2017,Gas- Commercial,Y,0,0,NA
94705,11,2017,Gas- Commercial,Y,0,0,NA
94705,12,2017,Gas- Commercial,Y,0,0,NA
94706,10,2017,Gas- Commercial,Y,0,0,NA
94706,11,2017,Gas- Commercial,Y,0,0,NA
94706,12,2017,Gas- Commercial,Y,0,0,NA
94707,10,2017,Gas- Commercial,Y,0,0,NA
94707,11,2017,Gas- Commercial,Y,0,0,NA
94707,12,2017,Gas- Commercial,Y,0,0,NA
94708,10,2017,Gas- Commercial,Y,0,0,NA
94708,11,2017,Gas- Commercial,Y,0,0,NA
94708,12,2017,Gas- Commercial,Y,0,0,NA
94709,10,2017,Gas- Commercial,Y,0,0,NA
94709,11,2017,Gas- Commercial,Y,0,0,NA
94709,12,2017,Gas- Commercial,Y,0,0,NA
94710,10,2017,Gas- Commercial,Y,1142,219826,192
94710,11,2017,Gas- Commercial,Y,1143,266956,234
94710,12,2017,Gas- Commercial,Y,1145,376596,329
94720,10,2017,Gas- Commercial,Y,0,0,NA
94720,11,2017,Gas- Commercial,Y,0,0,NA
94720,12,2017,Gas- Commercial,Y,0,0,NA
94801,10,2017,Gas- Commercial,Y,0,0,NA
94801,11,2017,Gas- Commercial,Y,0,0,NA
94801,12,2017,Gas- Commercial,Y,0,0,NA
94803,10,2017,Gas- Commercial,Y,0,0,NA
94803,11,2017,Gas- Commercial,Y,0,0,NA
94803,12,2017,Gas- Commercial,Y,0,0,NA
94804,10,2017,Gas- Commercial,Y,1317,356164,270
94804,11,2017,Gas- Commercial,Y,1035,318096,307
94804,12,2017,Gas- Commercial,Y,707,330928,468
94805,10,2017,Gas- Commercial,Y,0,0,NA
94805,11,2017,Gas- Commercial,Y,0,0,NA
94805,12,2017,Gas- Commercial,Y,0,0,NA
94806,10,2017,Gas- Commercial,N,401,98031,244
94806,11,2017,Gas- Commercial,Y,682,223577,328
94806,12,2017,Gas- Commercial,Y,681,295313,434
94901,10,2017,Gas- Commercial,N,1065,117290,110
94901,11,2017,Gas- Commercial,Y,1452,224485,155
94901,12,2017,Gas- Commercial,Y,1463,359844,246
94903,10,2017,Gas- Commercial,Y,0,0,NA
94903,11,2017,Gas- Commercial,Y,0,0,NA
94903,12,2017,Gas- Commercial,Y,0,0,NA
94904,10,2017,Gas- Commercial,Y,0,0,NA
94904,11,2017,Gas- Commercial,Y,0,0,NA
94904,12,2017,Gas- Commercial,Y,0,0,NA
94920,10,2017,Gas- Commercial,Y,0,0,NA
94920,11,2017,Gas- Commercial,Y,0,0,NA
94920,12,2017,Gas- Commercial,N,120,22864,191
94925,10,2017,Gas- Commercial,Y,0,0,NA
94925,11,2017,Gas- Commercial,Y,0,0,NA
94925,12,2017,Gas- Commercial,Y,0,0,NA
94928,10,2017,Gas- Commercial,N,492,70149,143
94928,11,2017,Gas- Commercial,Y,0,0,NA
94928,12,2017,Gas- Commercial,N,496,149746,302
94930,10,2017,Gas- Commercial,Y,0,0,NA
94930,11,2017,Gas- Commercial,Y,0,0,NA
94930,12,2017,Gas- Commercial,Y,0,0,NA
94931,10,2017,Gas- Commercial,Y,0,0,NA
94931,11,2017,Gas- Commercial,Y,269,32985,123
94931,12,2017,Gas- Commercial,Y,0,0,NA
94939,10,2017,Gas- Commercial,Y,388,59242,153
94939,11,2017,Gas- Commercial,Y,386,82580,214
94939,12,2017,Gas- Commercial,Y,386,126663,328
94941,10,2017,Gas- Commercial,Y,893,140921,158
94941,11,2017,Gas- Commercial,Y,903,168800,187
94941,12,2017,Gas- Commercial,Y,785,201375,257
94945,10,2017,Gas- Commercial,Y,0,0,NA
94945,11,2017,Gas- Commercial,Y,522,98084,188
94945,12,2017,Gas- Commercial,N,360,100319,279
94947,10,2017,Gas- Commercial,Y,0,0,NA
94947,11,2017,Gas- Commercial,Y,0,0,NA
94947,12,2017,Gas- Commercial,Y,0,0,NA
94949,10,2017,Gas- Commercial,Y,1074,169777,158
94949,11,2017,Gas- Commercial,Y,716,150382,210
94949,12,2017,Gas- Commercial,Y,714,228414,320
94951,10,2017,Gas- Commercial,Y,0,0,NA
94951,11,2017,Gas- Commercial,Y,0,0,NA
94951,12,2017,Gas- Commercial,Y,0,0,NA
94952,10,2017,Gas- Commercial,Y,1223,191812,157
94952,11,2017,Gas- Commercial,N,796,160019,201
94952,12,2017,Gas- Commercial,Y,1227,347045,283
94954,10,2017,Gas- Commercial,Y,0,0,NA
94954,11,2017,Gas- Commercial,N,480,157898,329
94954,12,2017,Gas- Commercial,N,483,228407,473
94960,10,2017,Gas- Commercial,Y,376,40055,107
94960,11,2017,Gas- Commercial,Y,0,0,NA
94960,12,2017,Gas- Commercial,Y,0,0,NA
94965,10,2017,Gas- Commercial,Y,0,0,NA
94965,11,2017,Gas- Commercial,Y,0,0,NA
94965,12,2017,Gas- Commercial,Y,0,0,NA
95002,10,2017,Gas- Commercial,Y,0,0,NA
95002,11,2017,Gas- Commercial,Y,0,0,NA
95002,12,2017,Gas- Commercial,Y,0,0,NA
95003,10,2017,Gas- Commercial,Y,566,72369,128
95003,11,2017,Gas- Commercial,Y,567,81024,143
95003,12,2017,Gas- Commercial,Y,0,0,NA
95004,10,2017,Gas- Commercial,Y,0,0,NA
95004,11,2017,Gas- Commercial,Y,0,0,NA
95004,12,2017,Gas- Commercial,Y,0,0,NA
95005,10,2017,Gas- Commercial,Y,0,0,NA
95005,11,2017,Gas- Commercial,Y,0,0,NA
95005,12,2017,Gas- Commercial,Y,0,0,NA
95006,10,2017,Gas- Commercial,N,75,5798,77
95006,11,2017,Gas- Commercial,N,75,9200,123
95006,12,2017,Gas- Commercial,N,75,15404,205
95008,10,2017,Gas- Commercial,Y,1093,191035,175
95008,11,2017,Gas- Commercial,Y,1100,233910,213
95008,12,2017,Gas- Commercial,Y,1101,361876,329
95010,10,2017,Gas- Commercial,N,314,58709,187
95010,11,2017,Gas- Commercial,N,316,65449,207
95010,12,2017,Gas- Commercial,N,317,88301,279
95012,10,2017,Gas- Commercial,Y,0,0,NA
95012,11,2017,Gas- Commercial,Y,164,30892,188
95012,12,2017,Gas- Commercial,Y,0,0,NA
95013,10,2017,Gas- Commercial,Y,0,0,NA
95013,11,2017,Gas- Commercial,Y,0,0,NA
95013,12,2017,Gas- Commercial,Y,0,0,NA
95014,10,2017,Gas- Commercial,Y,2284,673984,295
95014,11,2017,Gas- Commercial,Y,2819,1061583,377
95014,12,2017,Gas- Commercial,Y,2831,1575314,556
95017,10,2017,Gas- Commercial,Y,0,0,NA
95017,11,2017,Gas- Commercial,Y,0,0,NA
95017,12,2017,Gas- Commercial,Y,0,0,NA
95018,10,2017,Gas- Commercial,Y,0,0,NA
95018,11,2017,Gas- Commercial,Y,0,0,NA
95018,12,2017,Gas- Commercial,Y,0,0,NA
95019,10,2017,Gas- Commercial,Y,0,0,NA
95019,11,2017,Gas- Commercial,Y,0,0,NA
95019,12,2017,Gas- Commercial,Y,0,0,NA
95020,10,2017,Gas- Commercial,Y,1275,235753,185
95020,11,2017,Gas- Commercial,Y,1018,233862,230
95020,12,2017,Gas- Commercial,Y,2416,853997,353
95023,10,2017,Gas- Commercial,N,577,144851,251
95023,11,2017,Gas- Commercial,N,578,159379,276
95023,12,2017,Gas- Commercial,N,583,229054,393
95030,10,2017,Gas- Commercial,N,389,76522,197
95030,11,2017,Gas- Commercial,N,389,96672,249
95030,12,2017,Gas- Commercial,N,393,146816,374
95032,10,2017,Gas- Commercial,N,381,104536,274
95032,11,2017,Gas- Commercial,N,381,132620,348
95032,12,2017,Gas- Commercial,N,383,190608,498
95035,10,2017,Gas- Commercial,N,935,409354,438
95035,11,2017,Gas- Commercial,N,936,512366,547
95035,12,2017,Gas- Commercial,Y,1099,701301,638
95037,10,2017,Gas- Commercial,Y,1198,230649,193
95037,11,2017,Gas- Commercial,Y,1294,296751,229
95037,12,2017,Gas- Commercial,Y,847,312138,369
95039,10,2017,Gas- Commercial,Y,0,0,NA
95039,11,2017,Gas- Commercial,Y,0,0,NA
95039,12,2017,Gas- Commercial,Y,0,0,NA
95043,10,2017,Gas- Commercial,Y,0,0,NA
95043,11,2017,Gas- Commercial,Y,0,0,NA
95043,12,2017,Gas- Commercial,Y,0,0,NA
95045,10,2017,Gas- Commercial,Y,0,0,NA
95045,11,2017,Gas- Commercial,Y,0,0,NA
95045,12,2017,Gas- Commercial,Y,0,0,NA
95046,10,2017,Gas- Commercial,Y,0,0,NA
95046,11,2017,Gas- Commercial,Y,0,0,NA
95046,12,2017,Gas- Commercial,Y,0,0,NA
95050,10,2017,Gas- Commercial,Y,765,213306,279
95050,11,2017,Gas- Commercial,Y,765,236145,309
95050,12,2017,Gas- Commercial,Y,769,370798,482
95051,10,2017,Gas- Commercial,N,515,195458,380
95051,11,2017,Gas- Commercial,Y,0,0,NA
95051,12,2017,Gas- Commercial,Y,0,0,NA
95053,10,2017,Gas- Commercial,Y,0,0,NA
95053,11,2017,Gas- Commercial,Y,0,0,NA
95053,12,2017,Gas- Commercial,Y,0,0,NA
95054,10,2017,Gas- Commercial,Y,1816,1044047,575
95054,11,2017,Gas- Commercial,Y,1823,1337939,734
95054,12,2017,Gas- Commercial,Y,1826,2004041,1098
95060,10,2017,Gas- Commercial,Y,941,180859,192
95060,11,2017,Gas- Commercial,Y,945,207009,219
95060,12,2017,Gas- Commercial,Y,952,282530,297
95062,10,2017,Gas- Commercial,N,626,85613,137
95062,11,2017,Gas- Commercial,N,627,99008,158
95062,12,2017,Gas- Commercial,N,629,148848,237
95064,10,2017,Gas- Commercial,Y,0,0,NA
95064,11,2017,Gas- Commercial,Y,0,0,NA
95064,12,2017,Gas- Commercial,Y,0,0,NA
95065,10,2017,Gas- Commercial,Y,0,0,NA
95065,11,2017,Gas- Commercial,Y,0,0,NA
95065,12,2017,Gas- Commercial,Y,0,0,NA
95066,10,2017,Gas- Commercial,Y,538,103123,192
95066,11,2017,Gas- Commercial,Y,537,127148,237
95066,12,2017,Gas- Commercial,Y,426,152192,357
95070,10,2017,Gas- Commercial,Y,0,0,NA
95070,11,2017,Gas- Commercial,Y,0,0,NA
95070,12,2017,Gas- Commercial,Y,0,0,NA
95073,10,2017,Gas- Commercial,Y,0,0,NA
95073,11,2017,Gas- Commercial,Y,0,0,NA
95073,12,2017,Gas- Commercial,Y,380,86549,228
95076,10,2017,Gas- Commercial,Y,1155,228802,198
95076,11,2017,Gas- Commercial,Y,995,261684,263
95076,12,2017,Gas- Commercial,Y,0,0,NA
95110,10,2017,Gas- Commercial,Y,0,0,NA
95110,11,2017,Gas- Commercial,N,347,224289,646
95110,12,2017,Gas- Commercial,N,350,311287,889
95111,10,2017,Gas- Commercial,N,302,87465,290
95111,11,2017,Gas- Commercial,N,305,102502,336
95111,12,2017,Gas- Commercial,N,306,133323,436
95112,10,2017,Gas- Commercial,Y,2766,813335,294
95112,11,2017,Gas- Commercial,N,1289,298119,231
95112,12,2017,Gas- Commercial,Y,1477,650865,441
95113,10,2017,Gas- Commercial,Y,0,0,NA
95113,11,2017,Gas- Commercial,Y,180,146188,812
95113,12,2017,Gas- Commercial,Y,0,0,NA
95116,10,2017,Gas- Commercial,Y,0,0,NA
95116,11,2017,Gas- Commercial,N,410,75018,183
95116,12,2017,Gas- Commercial,N,408,101022,248
95117,10,2017,Gas- Commercial,N,123,25654,209
95117,11,2017,Gas- Commercial,N,122,30623,251
95117,12,2017,Gas- Commercial,N,124,46962,379
95118,10,2017,Gas- Commercial,N,251,65611,261
95118,11,2017,Gas- Commercial,N,251,74485,297
95118,12,2017,Gas- Commercial,N,251,115280,459
95119,10,2017,Gas- Commercial,Y,0,0,NA
95119,11,2017,Gas- Commercial,Y,0,0,NA
95119,12,2017,Gas- Commercial,Y,0,0,NA
95120,10,2017,Gas- Commercial,Y,0,0,NA
95120,11,2017,Gas- Commercial,N,134,28892,216
95120,12,2017,Gas- Commercial,N,133,37654,283
95121,10,2017,Gas- Commercial,Y,249,96199,386
95121,11,2017,Gas- Commercial,Y,250,106643,427
95121,12,2017,Gas- Commercial,Y,250,147396,590
95122,10,2017,Gas- Commercial,N,378,135079,357
95122,11,2017,Gas- Commercial,N,379,146381,386
95122,12,2017,Gas- Commercial,N,381,187720,493
95123,10,2017,Gas- Commercial,Y,794,249464,314
95123,11,2017,Gas- Commercial,Y,664,211747,319
95123,12,2017,Gas- Commercial,Y,665,311477,468
95124,10,2017,Gas- Commercial,N,444,70351,158
95124,11,2017,Gas- Commercial,N,449,89940,200
95124,12,2017,Gas- Commercial,N,448,135765,303
95125,10,2017,Gas- Commercial,N,735,95060,129
95125,11,2017,Gas- Commercial,N,737,122182,166
95125,12,2017,Gas- Commercial,N,738,193454,262
95126,10,2017,Gas- Commercial,Y,0,0,NA
95126,11,2017,Gas- Commercial,N,554,130494,236
95126,12,2017,Gas- Commercial,N,554,197914,357
95127,10,2017,Gas- Commercial,N,254,61870,244
95127,11,2017,Gas- Commercial,N,255,72989,286
95127,12,2017,Gas- Commercial,N,254,102502,404
95128,10,2017,Gas- Commercial,N,575,134992,235
95128,11,2017,Gas- Commercial,N,574,156117,272
95128,12,2017,Gas- Commercial,N,574,222839,388
95129,10,2017,Gas- Commercial,Y,0,0,NA
95129,11,2017,Gas- Commercial,Y,0,0,NA
95129,12,2017,Gas- Commercial,Y,0,0,NA
95130,10,2017,Gas- Commercial,Y,0,0,NA
95130,11,2017,Gas- Commercial,Y,0,0,NA
95130,12,2017,Gas- Commercial,Y,0,0,NA
95131,10,2017,Gas- Commercial,N,916,142919,156
95131,11,2017,Gas- Commercial,N,919,214481,233
95131,12,2017,Gas- Commercial,N,925,391819,424
95132,10,2017,Gas- Commercial,N,160,34333,215
95132,11,2017,Gas- Commercial,N,162,40224,248
95132,12,2017,Gas- Commercial,Y,0,0,NA
95133,10,2017,Gas- Commercial,N,224,34177,153
95133,11,2017,Gas- Commercial,N,225,44123,196
95133,12,2017,Gas- Commercial,N,227,76770,338
95134,10,2017,Gas- Commercial,Y,0,0,NA
95134,11,2017,Gas- Commercial,Y,0,0,NA
95134,12,2017,Gas- Commercial,Y,0,0,NA
95135,10,2017,Gas- Commercial,Y,0,0,NA
95135,11,2017,Gas- Commercial,Y,0,0,NA
95135,12,2017,Gas- Commercial,Y,0,0,NA
95136,10,2017,Gas- Commercial,N,172,26198,152
95136,11,2017,Gas- Commercial,N,173,29837,172
95136,12,2017,Gas- Commercial,N,172,50347,293
95138,10,2017,Gas- Commercial,Y,156,109923,705
95138,11,2017,Gas- Commercial,Y,157,129060,822
95138,12,2017,Gas- Commercial,Y,157,174672,1113
95139,10,2017,Gas- Commercial,Y,0,0,NA
95139,11,2017,Gas- Commercial,Y,0,0,NA
95139,12,2017,Gas- Commercial,Y,0,0,NA
95148,10,2017,Gas- Commercial,Y,0,0,NA
95148,11,2017,Gas- Commercial,Y,0,0,NA
95148,12,2017,Gas- Commercial,Y,0,0,NA
95192,10,2017,Gas- Commercial,Y,0,0,NA
95192,11,2017,Gas- Commercial,Y,0,0,NA
95192,12,2017,Gas- Commercial,Y,0,0,NA
95202,10,2017,Gas- Commercial,Y,0,0,NA
95202,11,2017,Gas- Commercial,Y,0,0,NA
95202,12,2017,Gas- Commercial,Y,0,0,NA
95203,10,2017,Gas- Commercial,Y,0,0,NA
95203,11,2017,Gas- Commercial,Y,0,0,NA
95203,12,2017,Gas- Commercial,Y,0,0,NA
95204,10,2017,Gas- Commercial,Y,0,0,NA
95204,11,2017,Gas- Commercial,Y,674,128328,190
