ZIPCODE,MONTH,YEAR,CUSTOMERCLASS,COMBINED,TOTALCUSTOMERS,TOTALTHM,AVERAGETHM
95204,12,2017,Gas- Commercial,Y,677,214426,317
95205,10,2017,Gas- Commercial,Y,1694,302766,179
95205,11,2017,Gas- Commercial,Y,1005,202038,201
95205,12,2017,Gas- Commercial,Y,1009,348197,345
95206,10,2017,Gas- Commercial,Y,735,143331,195
95206,11,2017,Gas- Commercial,N,467,135404,290
95206,12,2017,Gas- Commercial,N,465,253104,544
95207,10,2017,Gas- Commercial,Y,1459,259161,178
95207,11,2017,Gas- Commercial,Y,1277,285780,224
95207,12,2017,Gas- Commercial,Y,1280,459160,359
95209,10,2017,Gas- Commercial,Y,0,0,NA
95209,11,2017,Gas- Commercial,N,188,43084,229
95209,12,2017,Gas- Commercial,Y,0,0,NA
95210,10,2017,Gas- Commercial,Y,0,0,NA
95210,11,2017,Gas- Commercial,Y,0,0,NA
95210,12,2017,Gas- Commercial,Y,0,0,NA
95211,10,2017,Gas- Commercial,Y,0,0,NA
95211,11,2017,Gas- Commercial,Y,0,0,NA
95211,12,2017,Gas- Commercial,Y,0,0,NA
95212,10,2017,Gas- Commercial,Y,0,0,NA
95212,11,2017,Gas- Commercial,N,123,29615,241
95212,12,2017,Gas- Commercial,N,123,59113,481
95215,10,2017,Gas- Commercial,Y,0,0,NA
95215,11,2017,Gas- Commercial,N,285,50322,177
95215,12,2017,Gas- Commercial,N,286,93459,327
95219,10,2017,Gas- Commercial,N,281,53771,191
95219,11,2017,Gas- Commercial,N,284,63332,223
95219,12,2017,Gas- Commercial,N,287,102054,356
95220,10,2017,Gas- Commercial,Y,0,0,NA
95220,11,2017,Gas- Commercial,Y,0,0,NA
95220,12,2017,Gas- Commercial,Y,0,0,NA
95227,12,2017,Gas- Commercial,N,17,1833,108
95231,10,2017,Gas- Commercial,Y,0,0,NA
95231,11,2017,Gas- Commercial,Y,0,0,NA
95231,12,2017,Gas- Commercial,Y,0,0,NA
95236,10,2017,Gas- Commercial,Y,0,0,NA
95236,11,2017,Gas- Commercial,Y,0,0,NA
95236,12,2017,Gas- Commercial,Y,0,0,NA
95237,10,2017,Gas- Commercial,Y,0,0,NA
95237,11,2017,Gas- Commercial,Y,0,0,NA
95237,12,2017,Gas- Commercial,N,68,8874,131
95240,10,2017,Gas- Commercial,Y,1525,349020,229
95240,11,2017,Gas- Commercial,Y,1139,233229,205
95240,12,2017,Gas- Commercial,Y,1077,364219,338
95242,10,2017,Gas- Commercial,Y,392,80376,205
95242,11,2017,Gas- Commercial,Y,390,99531,255
95242,12,2017,Gas- Commercial,Y,744,287384,386
95249,10,2017,Gas- Commercial,Y,0,0,NA
95249,11,2017,Gas- Commercial,Y,0,0,NA
95249,12,2017,Gas- Commercial,Y,0,0,NA
95252,10,2017,Gas- Commercial,Y,0,0,NA
95252,11,2017,Gas- Commercial,Y,0,0,NA
95252,12,2017,Gas- Commercial,Y,0,0,NA
95258,10,2017,Gas- Commercial,Y,0,0,NA
95258,11,2017,Gas- Commercial,Y,0,0,NA
95258,12,2017,Gas- Commercial,Y,0,0,NA
95301,10,2017,Gas- Commercial,Y,0,0,NA
95301,11,2017,Gas- Commercial,Y,0,0,NA
95301,12,2017,Gas- Commercial,Y,0,0,NA
95304,10,2017,Gas- Commercial,Y,0,0,NA
95304,11,2017,Gas- Commercial,Y,0,0,NA
95304,12,2017,Gas- Commercial,N,250,152872,611
95307,10,2017,Gas- Commercial,Y,504,65513,130
95307,11,2017,Gas- Commercial,Y,0,0,NA
95307,12,2017,Gas- Commercial,Y,0,0,NA
95310,10,2017,Gas- Commercial,Y,0,0,NA
95310,11,2017,Gas- Commercial,Y,0,0,NA
95310,12,2017,Gas- Commercial,Y,0,0,NA
95313,10,2017,Gas- Commercial,Y,0,0,NA
95313,11,2017,Gas- Commercial,Y,0,0,NA
95313,12,2017,Gas- Commercial,Y,0,0,NA
95315,10,2017,Gas- Commercial,Y,0,0,NA
95315,11,2017,Gas- Commercial,Y,0,0,NA
95315,12,2017,Gas- Commercial,Y,0,0,NA
95316,10,2017,Gas- Commercial,Y,0,0,NA
95316,11,2017,Gas- Commercial,Y,0,0,NA
95316,12,2017,Gas- Commercial,Y,0,0,NA
95320,10,2017,Gas- Commercial,Y,0,0,NA
95320,11,2017,Gas- Commercial,Y,0,0,NA
95320,12,2017,Gas- Commercial,Y,0,0,NA
95322,10,2017,Gas- Commercial,Y,0,0,NA
95322,11,2017,Gas- Commercial,Y,0,0,NA
95322,12,2017,Gas- Commercial,N,115,48502,422
95323,10,2017,Gas- Commercial,Y,0,0,NA
95323,11,2017,Gas- Commercial,Y,0,0,NA
95323,12,2017,Gas- Commercial,Y,0,0,NA
95324,10,2017,Gas- Commercial,Y,0,0,NA
95324,11,2017,Gas- Commercial,Y,0,0,NA
95324,12,2017,Gas- Commercial,Y,0,0,NA
95326,10,2017,Gas- Commercial,Y,0,0,NA
95326,11,2017,Gas- Commercial,Y,0,0,NA
95326,12,2017,Gas- Commercial,Y,218,125308,575
95328,10,2017,Gas- Commercial,Y,0,0,NA
95328,11,2017,Gas- Commercial,Y,0,0,NA
95328,12,2017,Gas- Commercial,Y,0,0,NA
95330,10,2017,Gas- Commercial,Y,0,0,NA
95330,11,2017,Gas- Commercial,Y,0,0,NA
95330,12,2017,Gas- Commercial,Y,0,0,NA
95333,10,2017,Gas- Commercial,Y,0,0,NA
95333,11,2017,Gas- Commercial,Y,0,0,NA
95333,12,2017,Gas- Commercial,Y,0,0,NA
95334,10,2017,Gas- Commercial,Y,0,0,NA
95334,11,2017,Gas- Commercial,Y,0,0,NA
95334,12,2017,Gas- Commercial,Y,0,0,NA
95336,10,2017,Gas- Commercial,Y,897,183303,204
95336,11,2017,Gas- Commercial,Y,699,158189,226
95336,12,2017,Gas- Commercial,Y,704,245118,348
95337,10,2017,Gas- Commercial,Y,468,116664,249
95337,11,2017,Gas- Commercial,Y,469,141504,302
95337,12,2017,Gas- Commercial,Y,472,231567,491
95340,10,2017,Gas- Commercial,Y,897,147226,164
95340,11,2017,Gas- Commercial,Y,905,189199,209
95340,12,2017,Gas- Commercial,Y,905,378369,418
95341,10,2017,Gas- Commercial,N,97,10382,107
95341,11,2017,Gas- Commercial,N,97,13861,143
95341,12,2017,Gas- Commercial,Y,0,0,NA
95348,10,2017,Gas- Commercial,Y,934,139843,150
95348,11,2017,Gas- Commercial,Y,820,131070,160
95348,12,2017,Gas- Commercial,Y,1043,404447,388
95350,10,2017,Gas- Commercial,Y,1033,247523,240
95350,11,2017,Gas- Commercial,N,879,217302,247
95350,12,2017,Gas- Commercial,N,894,380791,426
95351,10,2017,Gas- Commercial,Y,0,0,NA
95351,11,2017,Gas- Commercial,Y,671,190948,285
95351,12,2017,Gas- Commercial,N,512,183390,358
95354,10,2017,Gas- Commercial,Y,1242,272356,219
95354,11,2017,Gas- Commercial,Y,0,0,NA
95354,12,2017,Gas- Commercial,N,755,352002,466
95355,10,2017,Gas- Commercial,N,482,90243,187
95355,11,2017,Gas- Commercial,Y,566,159220,281
95355,12,2017,Gas- Commercial,N,490,191923,392
95356,10,2017,Gas- Commercial,Y,614,128176,209
95356,11,2017,Gas- Commercial,Y,872,201490,231
95356,12,2017,Gas- Commercial,Y,658,262887,400
95357,10,2017,Gas- Commercial,Y,0,0,NA
95357,11,2017,Gas- Commercial,Y,0,0,NA
95357,12,2017,Gas- Commercial,Y,0,0,NA
95358,10,2017,Gas- Commercial,Y,0,0,NA
95358,11,2017,Gas- Commercial,Y,0,0,NA
95358,12,2017,Gas- Commercial,Y,0,0,NA
95360,10,2017,Gas- Commercial,Y,0,0,NA
95360,11,2017,Gas- Commercial,Y,0,0,NA
95360,12,2017,Gas- Commercial,Y,0,0,NA
95361,10,2017,Gas- Commercial,Y,1007,199795,198
95361,11,2017,Gas- Commercial,N,498,62956,126
95361,12,2017,Gas- Commercial,N,499,120495,241
95363,10,2017,Gas- Commercial,Y,0,0,NA
95363,11,2017,Gas- Commercial,Y,0,0,NA
95363,12,2017,Gas- Commercial,Y,515,266618,518
95365,10,2017,Gas- Commercial,Y,0,0,NA
95365,11,2017,Gas- Commercial,Y,0,0,NA
95365,12,2017,Gas- Commercial,Y,0,0,NA
95366,10,2017,Gas- Commercial,Y,0,0,NA
95366,11,2017,Gas- Commercial,Y,307,101789,332
95366,12,2017,Gas- Commercial,Y,307,144189,470
95367,10,2017,Gas- Commercial,Y,0,0,NA
95367,11,2017,Gas- Commercial,Y,0,0,NA
95367,12,2017,Gas- Commercial,N,217,81777,377
95368,10,2017,Gas- Commercial,Y,0,0,NA
95368,11,2017,Gas- Commercial,Y,0,0,NA
95368,12,2017,Gas- Commercial,Y,0,0,NA
95376,10,2017,Gas- Commercial,Y,887,173477,196
95376,11,2017,Gas- Commercial,Y,1008,239542,238
95376,12,2017,Gas- Commercial,Y,765,242877,317
95377,10,2017,Gas- Commercial,Y,0,0,NA
95377,11,2017,Gas- Commercial,Y,0,0,NA
95377,12,2017,Gas- Commercial,Y,0,0,NA
95380,10,2017,Gas- Commercial,Y,1334,394814,296
95380,11,2017,Gas- Commercial,Y,2739,888835,325
95380,12,2017,Gas- Commercial,Y,1723,843830,490
95382,10,2017,Gas- Commercial,Y,0,0,NA
95382,11,2017,Gas- Commercial,Y,0,0,NA
95382,12,2017,Gas- Commercial,Y,0,0,NA
95385,10,2017,Gas- Commercial,Y,0,0,NA
95385,11,2017,Gas- Commercial,Y,0,0,NA
95385,12,2017,Gas- Commercial,Y,0,0,NA
95386,10,2017,Gas- Commercial,Y,0,0,NA
95386,11,2017,Gas- Commercial,Y,81,8283,102
95386,12,2017,Gas- Commercial,Y,81,18919,234
95388,10,2017,Gas- Commercial,Y,0,0,NA
95388,11,2017,Gas- Commercial,Y,0,0,NA
95388,12,2017,Gas- Commercial,Y,0,0,NA
95391,10,2017,Gas- Commercial,Y,0,0,NA
95391,11,2017,Gas- Commercial,Y,0,0,NA
95391,12,2017,Gas- Commercial,Y,0,0,NA
95401,10,2017,Gas- Commercial,Y,976,200595,206
95401,11,2017,Gas- Commercial,Y,992,272703,275
95401,12,2017,Gas- Commercial,Y,998,393041,394
95403,10,2017,Gas- Commercial,Y,1111,165113,149
95403,11,2017,Gas- Commercial,Y,849,220012,259
95403,12,2017,Gas- Commercial,Y,850,346135,407
95404,10,2017,Gas- Commercial,Y,1249,177858,142
95404,11,2017,Gas- Commercial,Y,1251,266349,213
95404,12,2017,Gas- Commercial,Y,0,0,NA
95405,10,2017,Gas- Commercial,Y,0,0,NA
95405,11,2017,Gas- Commercial,Y,0,0,NA
95405,12,2017,Gas- Commercial,N,367,88222,240
95407,10,2017,Gas- Commercial,N,627,94203,150
95407,11,2017,Gas- Commercial,Y,1123,253696,226
95407,12,2017,Gas- Commercial,N,629,224189,356
95409,10,2017,Gas- Commercial,Y,0,0,NA
95409,11,2017,Gas- Commercial,Y,0,0,NA
95409,12,2017,Gas- Commercial,Y,0,0,NA
95425,10,2017,Gas- Commercial,Y,0,0,NA
95425,11,2017,Gas- Commercial,Y,0,0,NA
95425,12,2017,Gas- Commercial,Y,0,0,NA
95436,10,2017,Gas- Commercial,Y,0,0,NA
95436,11,2017,Gas- Commercial,Y,0,0,NA
95436,12,2017,Gas- Commercial,Y,0,0,NA
95439,10,2017,Gas- Commercial,Y,0,0,NA
95439,11,2017,Gas- Commercial,Y,0,0,NA
95439,12,2017,Gas- Commercial,Y,0,0,NA
95441,10,2017,Gas- Commercial,Y,0,0,NA
95441,11,2017,Gas- Commercial,Y,0,0,NA
95441,12,2017,Gas- Commercial,Y,0,0,NA
95442,10,2017,Gas- Commercial,Y,63,7700,122
95442,11,2017,Gas- Commercial,Y,63,13806,219
95442,12,2017,Gas- Commercial,Y,0,0,NA
95444,10,2017,Gas- Commercial,Y,0,0,NA
95444,11,2017,Gas- Commercial,Y,0,0,NA
95444,12,2017,Gas- Commercial,Y,0,0,NA
95448,10,2017,Gas- Commercial,Y,647,134578,208
95448,11,2017,Gas- Commercial,Y,909,233523,257
95448,12,2017,Gas- Commercial,Y,913,337115,369
95449,10,2017,Gas- Commercial,Y,0,0,NA
95449,11,2017,Gas- Commercial,Y,0,0,NA
95449,12,2017,Gas- Commercial,Y,0,0,NA
95452,10,2017,Gas- Commercial,Y,0,0,NA
95452,11,2017,Gas- Commercial,Y,0,0,NA
95452,12,2017,Gas- Commercial,Y,0,0,NA
95470,10,2017,Gas- Commercial,Y,0,0,NA
95470,11,2017,Gas- Commercial,Y,0,0,NA
95470,12,2017,Gas- Commercial,Y,0,0,NA
95472,10,2017,Gas- Commercial,Y,0,0,NA
95472,11,2017,Gas- Commercial,Y,0,0,NA
95472,12,2017,Gas- Commercial,Y,0,0,NA
95476,10,2017,Gas- Commercial,Y,1166,214382,184
95476,11,2017,Gas- Commercial,N,688,146742,213
95476,12,2017,Gas- Commercial,Y,729,218932,300
95482,10,2017,Gas- Commercial,Y,1106,146791,133
95482,11,2017,Gas- Commercial,Y,1116,237868,213
95482,12,2017,Gas- Commercial,Y,1121,371595,331
95490,10,2017,Gas- Commercial,Y,0,0,NA
95490,11,2017,Gas- Commercial,Y,0,0,NA
95490,12,2017,Gas- Commercial,Y,0,0,NA
95492,10,2017,Gas- Commercial,Y,0,0,NA
95492,11,2017,Gas- Commercial,Y,0,0,NA
95492,12,2017,Gas- Commercial,Y,0,0,NA
95501,10,2017,Gas- Commercial,N,980,162938,166
95501,11,2017,Gas- Commercial,N,981,210854,215
95501,12,2017,Gas- Commercial,N,990,288015,291
95503,10,2017,Gas- Commercial,N,263,46346,176
95503,11,2017,Gas- Commercial,N,265,51648,195
95503,12,2017,Gas- Commercial,N,266,75655,284
95519,10,2017,Gas- Commercial,Y,0,0,NA
95519,11,2017,Gas- Commercial,Y,0,0,NA
95519,12,2017,Gas- Commercial,Y,0,0,NA
95521,10,2017,Gas- Commercial,Y,841,121695,145
95521,11,2017,Gas- Commercial,Y,851,155480,183
95521,12,2017,Gas- Commercial,Y,853,210010,246
95524,10,2017,Gas- Commercial,Y,0,0,NA
95524,11,2017,Gas- Commercial,Y,0,0,NA
95524,12,2017,Gas- Commercial,Y,0,0,NA
95525,10,2017,Gas- Commercial,Y,0,0,NA
95525,11,2017,Gas- Commercial,Y,0,0,NA
95525,12,2017,Gas- Commercial,Y,0,0,NA
95526,10,2017,Gas- Commercial,Y,0,0,NA
95526,11,2017,Gas- Commercial,Y,0,0,NA
95526,12,2017,Gas- Commercial,Y,0,0,NA
95528,10,2017,Gas- Commercial,Y,0,0,NA
95528,11,2017,Gas- Commercial,Y,0,0,NA
95528,12,2017,Gas- Commercial,Y,0,0,NA
95540,10,2017,Gas- Commercial,Y,420,47736,114
95540,11,2017,Gas- Commercial,Y,363,56279,155
95540,12,2017,Gas- Commercial,Y,367,82513,225
95547,10,2017,Gas- Commercial,Y,0,0,NA
95547,11,2017,Gas- Commercial,Y,0,0,NA
95547,12,2017,Gas- Commercial,Y,0,0,NA
95551,10,2017,Gas- Commercial,Y,0,0,NA
95551,11,2017,Gas- Commercial,Y,0,0,NA
95551,12,2017,Gas- Commercial,Y,0,0,NA
95552,10,2017,Gas- Commercial,Y,0,0,NA
95552,11,2017,Gas- Commercial,Y,0,0,NA
95552,12,2017,Gas- Commercial,Y,0,0,NA
95562,10,2017,Gas- Commercial,Y,0,0,NA
95562,11,2017,Gas- Commercial,Y,58,7699,133
95562,12,2017,Gas- Commercial,Y,58,11693,202
95564,10,2017,Gas- Commercial,Y,0,0,NA
95564,11,2017,Gas- Commercial,Y,0,0,NA
95564,12,2017,Gas- Commercial,Y,0,0,NA
95565,10,2017,Gas- Commercial,Y,0,0,NA
95565,11,2017,Gas- Commercial,Y,0,0,NA
95565,12,2017,Gas- Commercial,Y,0,0,NA
95602,10,2017,Gas- Commercial,Y,0,0,NA
95602,11,2017,Gas- Commercial,Y,290,55982,193
95602,12,2017,Gas- Commercial,Y,158,46517,294
95603,10,2017,Gas- Commercial,Y,1125,133216,118
95603,11,2017,Gas- Commercial,Y,974,196698,202
95603,12,2017,Gas- Commercial,Y,1027,303490,296
95605,10,2017,Gas- Commercial,Y,431,162742,378
95605,11,2017,Gas- Commercial,N,231,112369,486
95605,12,2017,Gas- Commercial,N,231,185314,802
95608,10,2017,Gas- Commercial,N,500,99893,200
95608,11,2017,Gas- Commercial,Y,0,0,NA
95608,12,2017,Gas- Commercial,N,510,206538,405
95610,10,2017,Gas- Commercial,Y,585,113047,193
95610,11,2017,Gas- Commercial,N,408,100090,245
95610,12,2017,Gas- Commercial,N,413,161723,392
95612,10,2017,Gas- Commercial,Y,0,0,NA
95612,11,2017,Gas- Commercial,Y,0,0,NA
95612,12,2017,Gas- Commercial,Y,0,0,NA
95616,10,2017,Gas- Commercial,Y,2722,545709,200
95616,11,2017,Gas- Commercial,Y,1429,398159,279
95616,12,2017,Gas- Commercial,Y,1420,622614,438
95618,10,2017,Gas- Commercial,Y,0,0,NA
95618,11,2017,Gas- Commercial,Y,0,0,NA
95618,12,2017,Gas- Commercial,Y,0,0,NA
95620,10,2017,Gas- Commercial,Y,0,0,NA
95620,11,2017,Gas- Commercial,Y,0,0,NA
95620,12,2017,Gas- Commercial,N,273,88925,326
95621,10,2017,Gas- Commercial,N,178,40450,227
95621,11,2017,Gas- Commercial,N,181,58118,321
95621,12,2017,Gas- Commercial,N,183,93626,512
95624,10,2017,Gas- Commercial,Y,501,108449,216
95624,11,2017,Gas- Commercial,Y,445,127574,287
95624,12,2017,Gas- Commercial,Y,503,230591,458
95626,10,2017,Gas- Commercial,Y,0,0,NA
95626,11,2017,Gas- Commercial,Y,0,0,NA
95626,12,2017,Gas- Commercial,Y,0,0,NA
95627,10,2017,Gas- Commercial,Y,0,0,NA
95627,11,2017,Gas- Commercial,Y,0,0,NA
95627,12,2017,Gas- Commercial,Y,0,0,NA
95628,10,2017,Gas- Commercial,N,334,58852,176
95628,11,2017,Gas- Commercial,N,336,78573,234
95628,12,2017,Gas- Commercial,N,336,126119,375
95630,10,2017,Gas- Commercial,N,994,259757,261
95630,11,2017,Gas- Commercial,N,1007,331779,329
95630,12,2017,Gas- Commercial,N,1009,508324,504
95632,10,2017,Gas- Commercial,Y,0,0,NA
95632,11,2017,Gas- Commercial,Y,278,69908,251
95632,12,2017,Gas- Commercial,Y,283,132072,467
95635,10,2017,Gas- Commercial,Y,0,0,NA
95635,11,2017,Gas- Commercial,Y,0,0,NA
95635,12,2017,Gas- Commercial,Y,0,0,NA
95637,10,2017,Gas- Commercial,Y,0,0,NA
95637,11,2017,Gas- Commercial,Y,0,0,NA
95637,12,2017,Gas- Commercial,Y,0,0,NA
95640,10,2017,Gas- Commercial,Y,0,0,NA
95640,11,2017,Gas- Commercial,Y,0,0,NA
95640,12,2017,Gas- Commercial,Y,0,0,NA
95641,10,2017,Gas- Commercial,Y,0,0,NA
95641,11,2017,Gas- Commercial,Y,0,0,NA
95641,12,2017,Gas- Commercial,Y,0,0,NA
95642,10,2017,Gas- Commercial,Y,663,98134,148
95642,11,2017,Gas- Commercial,Y,664,124041,187
95642,12,2017,Gas- Commercial,Y,666,196326,295
95648,10,2017,Gas- Commercial,Y,805,100968,125
95648,11,2017,Gas- Commercial,N,340,75838,223
95648,12,2017,Gas- Commercial,Y,505,188620,374
95650,10,2017,Gas- Commercial,Y,0,0,NA
95650,11,2017,Gas- Commercial,Y,454,62140,137
95650,12,2017,Gas- Commercial,Y,0,0,NA
95652,10,2017,Gas- Commercial,Y,0,0,NA
95652,11,2017,Gas- Commercial,Y,0,0,NA
95652,12,2017,Gas- Commercial,N,78,129580,1661
95658,10,2017,Gas- Commercial,Y,0,0,NA
95658,11,2017,Gas- Commercial,Y,0,0,NA
95658,12,2017,Gas- Commercial,Y,0,0,NA
95660,10,2017,Gas- Commercial,Y,0,0,NA
95660,11,2017,Gas- Commercial,N,302,52357,173
95660,12,2017,Gas- Commercial,Y,420,170058,405
95661,10,2017,Gas- Commercial,N,622,192796,310
95661,11,2017,Gas- Commercial,N,623,273073,438
95661,12,2017,Gas- Commercial,N,626,414499,662
95662,10,2017,Gas- Commercial,Y,0,0,NA
95662,11,2017,Gas- Commercial,N,186,42591,229
95662,12,2017,Gas- Commercial,N,189,68622,363
95663,10,2017,Gas- Commercial,Y,0,0,NA
95663,11,2017,Gas- Commercial,Y,0,0,NA
95663,12,2017,Gas- Commercial,Y,0,0,NA
95667,10,2017,Gas- Commercial,Y,0,0,NA
95667,11,2017,Gas- Commercial,Y,0,0,NA
95667,12,2017,Gas- Commercial,Y,0,0,NA
95670,10,2017,Gas- Commercial,N,510,156329,307
95670,11,2017,Gas- Commercial,Y,1016,395067,389
95670,12,2017,Gas- Commercial,N,514,345983,673
95673,10,2017,Gas- Commercial,Y,0,0,NA
95673,11,2017,Gas- Commercial,Y,0,0,NA
95673,12,2017,Gas- Commercial,Y,0,0,NA
95677,10,2017,Gas- Commercial,Y,0,0,NA
95677,11,2017,Gas- Commercial,Y,0,0,NA
95677,12,2017,Gas- Commercial,Y,754,193377,256
95678,10,2017,Gas- Commercial,Y,1911,352349,184
95678,11,2017,Gas- Commercial,Y,1927,479944,249
95678,12,2017,Gas- Commercial,N,957,482766,504
95681,10,2017,Gas- Commercial,Y,0,0,NA
95681,11,2017,Gas- Commercial,Y,0,0,NA
95681,12,2017,Gas- Commercial,Y,0,0,NA
95685,10,2017,Gas- Commercial,Y,0,0,NA
95685,11,2017,Gas- Commercial,Y,0,0,NA
95685,12,2017,Gas- Commercial,Y,0,0,NA
95686,12,2017,Gas- Commercial,N,17,1571,92
95687,10,2017,Gas- Commercial,Y,0,0,NA
95687,11,2017,Gas- Commercial,Y,721,187933,261
95687,12,2017,Gas- Commercial,N,439,202510,461
95688,10,2017,Gas- Commercial,Y,1087,274619,253
95688,11,2017,Gas- Commercial,Y,650,169027,260
95688,12,2017,Gas- Commercial,Y,657,257401,392
95691,10,2017,Gas- Commercial,Y,0,0,NA
95691,11,2017,Gas- Commercial,Y,1037,292530,282
95691,12,2017,Gas- Commercial,Y,1038,465425,448
95692,10,2017,Gas- Commercial,Y,0,0,NA
95692,11,2017,Gas- Commercial,Y,0,0,NA
95692,12,2017,Gas- Commercial,Y,0,0,NA
95694,10,2017,Gas- Commercial,Y,0,0,NA
95694,11,2017,Gas- Commercial,Y,0,0,NA
95694,12,2017,Gas- Commercial,Y,0,0,NA
95695,10,2017,Gas- Commercial,Y,0,0,NA
95695,11,2017,Gas- Commercial,Y,0,0,NA
95695,12,2017,Gas- Commercial,Y,0,0,NA
95698,10,2017,Gas- Commercial,Y,0,0,NA
95698,11,2017,Gas- Commercial,Y,0,0,NA
95698,12,2017,Gas- Commercial,Y,0,0,NA
95720,10,2017,Gas- Commercial,Y,0,0,NA
95720,11,2017,Gas- Commercial,Y,0,0,NA
95720,12,2017,Gas- Commercial,Y,0,0,NA
95722,10,2017,Gas- Commercial,Y,0,0,NA
95722,11,2017,Gas- Commercial,Y,0,0,NA
95722,12,2017,Gas- Commercial,Y,0,0,NA
95742,10,2017,Gas- Commercial,N,223,51277,230
95742,11,2017,Gas- Commercial,N,232,75295,325
95742,12,2017,Gas- Commercial,N,234,133624,571
95746,10,2017,Gas- Commercial,Y,0,0,NA
95746,11,2017,Gas- Commercial,Y,0,0,NA
95746,12,2017,Gas- Commercial,N,193,52966,274
95747,10,2017,Gas- Commercial,N,230,67744,295
95747,11,2017,Gas- Commercial,N,232,89236,385
95747,12,2017,Gas- Commercial,N,233,154341,662
95757,10,2017,Gas- Commercial,N,69,23136,335
95757,11,2017,Gas- Commercial,N,69,26285,381
95757,12,2017,Gas- Commercial,N,69,43850,636
95758,10,2017,Gas- Commercial,Y,564,161437,286
95758,11,2017,Gas- Commercial,Y,569,200466,352
95758,12,2017,Gas- Commercial,Y,570,328280,576
95762,10,2017,Gas- Commercial,Y,480,66310,138
95762,11,2017,Gas- Commercial,Y,481,97106,202
95762,12,2017,Gas- Commercial,Y,481,166016,345
95765,10,2017,Gas- Commercial,Y,0,0,NA
95765,11,2017,Gas- Commercial,Y,0,0,NA
95765,12,2017,Gas- Commercial,N,434,163812,377
95776,10,2017,Gas- Commercial,Y,0,0,NA
95776,11,2017,Gas- Commercial,Y,0,0,NA
95776,12,2017,Gas- Commercial,Y,0,0,NA
95811,10,2017,Gas- Commercial,N,217,59970,276
95811,11,2017,Gas- Commercial,N,217,70989,327
95811,12,2017,Gas- Commercial,N,220,97891,445
95814,10,2017,Gas- Commercial,N,622,249078,400
95814,11,2017,Gas- Commercial,N,626,409986,655
95814,12,2017,Gas- Commercial,N,629,669006,1064
95815,10,2017,Gas- Commercial,N,460,132603,288
95815,11,2017,Gas- Commercial,N,461,189004,410
95815,12,2017,Gas- Commercial,N,467,303664,650
95816,10,2017,Gas- Commercial,Y,728,167320,230
95816,11,2017,Gas- Commercial,Y,732,251025,343
95816,12,2017,Gas- Commercial,Y,732,408750,558
95817,10,2017,Gas- Commercial,N,148,37785,255
95817,11,2017,Gas- Commercial,Y,0,0,NA
95817,12,2017,Gas- Commercial,Y,0,0,NA
95818,10,2017,Gas- Commercial,N,321,58072,181
95818,11,2017,Gas- Commercial,N,323,84213,261
95818,12,2017,Gas- Commercial,N,326,136095,417
95819,10,2017,Gas- Commercial,Y,0,0,NA
95819,11,2017,Gas- Commercial,Y,0,0,NA
95819,12,2017,Gas- Commercial,Y,0,0,NA
95820,10,2017,Gas- Commercial,N,372,77794,209
95820,11,2017,Gas- Commercial,Y,523,165429,316
95820,12,2017,Gas- Commercial,Y,734,342788,467
95821,10,2017,Gas- Commercial,N,370,52935,143
95821,11,2017,Gas- Commercial,N,373,83896,225
95821,12,2017,Gas- Commercial,N,380,148649,391
95822,10,2017,Gas- Commercial,N,359,75770,211
95822,11,2017,Gas- Commercial,N,364,116572,320
95822,12,2017,Gas- Commercial,N,364,193308,531
95823,10,2017,Gas- Commercial,Y,918,324351,353
95823,11,2017,Gas- Commercial,N,615,202319,329
95823,12,2017,Gas- Commercial,Y,949,588985,621
95824,10,2017,Gas- Commercial,N,208,36853,177
95824,11,2017,Gas- Commercial,N,208,49067,236
95824,12,2017,Gas- Commercial,Y,0,0,NA
95825,10,2017,Gas- Commercial,N,720,156232,217
95825,11,2017,Gas- Commercial,Y,865,257668,298
95825,12,2017,Gas- Commercial,Y,874,416281,476
95826,10,2017,Gas- Commercial,N,377,96420,256
95826,11,2017,Gas- Commercial,N,383,132764,347
95826,12,2017,Gas- Commercial,N,381,207558,545
95827,10,2017,Gas- Commercial,N,312,45040,144
95827,11,2017,Gas- Commercial,N,313,76170,243
95827,12,2017,Gas- Commercial,N,317,149670,472
95828,10,2017,Gas- Commercial,Y,0,0,NA
95828,11,2017,Gas- Commercial,Y,380,209971,553
95828,12,2017,Gas- Commercial,Y,0,0,NA
95829,10,2017,Gas- Commercial,Y,0,0,NA
95829,11,2017,Gas- Commercial,Y,0,0,NA
95829,12,2017,Gas- Commercial,Y,0,0,NA
95830,10,2017,Gas- Commercial,Y,0,0,NA
95830,11,2017,Gas- Commercial,Y,0,0,NA
95830,12,2017,Gas- Commercial,Y,0,0,NA
95831,10,2017,Gas- Commercial,N,169,49622,294
95831,11,2017,Gas- Commercial,N,170,60508,356
95831,12,2017,Gas- Commercial,Y,182,92852,510
95832,10,2017,Gas- Commercial,Y,0,0,NA
95832,11,2017,Gas- Commercial,Y,0,0,NA
95832,12,2017,Gas- Commercial,Y,0,0,NA
95833,10,2017,Gas- Commercial,Y,0,0,NA
95833,11,2017,Gas- Commercial,N,206,118994,578
95833,12,2017,Gas- Commercial,N,206,175844,854
95834,10,2017,Gas- Commercial,Y,788,157618,200
95834,11,2017,Gas- Commercial,Y,791,226388,286
