ZIPCODE,MONTH,YEAR,CUSTOMERCLASS,COMBINED,TOTALCUSTOMERS,TOTALKWH,AVERAGEKWH
93210,10,2017,Elec- Industrial,Y,0,0,NA
93210,11,2017,Elec- Industrial,Y,0,0,NA
93210,12,2017,Elec- Industrial,Y,0,0,NA
93212,10,2017,Elec- Industrial,Y,0,0,NA
93212,11,2017,Elec- Industrial,Y,0,0,NA
93212,12,2017,Elec- Industrial,Y,0,0,NA
93224,10,2017,Elec- Industrial,Y,0,0,NA
93224,11,2017,Elec- Industrial,Y,0,0,NA
93224,12,2017,Elec- Industrial,Y,0,0,NA
93230,10,2017,Elec- Industrial,Y,0,0,NA
93230,11,2017,Elec- Industrial,Y,0,0,NA
93230,12,2017,Elec- Industrial,Y,0,0,NA
93234,10,2017,Elec- Industrial,Y,0,0,NA
93234,11,2017,Elec- Industrial,Y,0,0,NA
93243,10,2017,Elec- Industrial,Y,0,0,NA
93243,11,2017,Elec- Industrial,Y,0,0,NA
93243,12,2017,Elec- Industrial,Y,0,0,NA
93245,10,2017,Elec- Industrial,Y,0,0,NA
93245,11,2017,Elec- Industrial,Y,0,0,NA
93245,12,2017,Elec- Industrial,Y,0,0,NA
93249,10,2017,Elec- Industrial,Y,0,0,NA
93249,11,2017,Elec- Industrial,Y,0,0,NA
93249,12,2017,Elec- Industrial,Y,0,0,NA
93250,10,2017,Elec- Industrial,Y,0,0,NA
93250,11,2017,Elec- Industrial,Y,0,0,NA
93250,12,2017,Elec- Industrial,Y,0,0,NA
93251,10,2017,Elec- Industrial,Y,0,0,NA
93251,11,2017,Elec- Industrial,Y,0,0,NA
93251,12,2017,Elec- Industrial,Y,0,0,NA
93252,10,2017,Elec- Industrial,Y,0,0,NA
93252,11,2017,Elec- Industrial,Y,0,0,NA
93252,12,2017,Elec- Industrial,Y,0,0,NA
93263,10,2017,Elec- Industrial,Y,0,0,NA
93263,11,2017,Elec- Industrial,Y,0,0,NA
93263,12,2017,Elec- Industrial,Y,0,0,NA
93268,10,2017,Elec- Industrial,Y,0,0,NA
93268,11,2017,Elec- Industrial,Y,0,0,NA
93268,12,2017,Elec- Industrial,Y,0,0,NA
93276,10,2017,Elec- Industrial,Y,0,0,NA
93276,11,2017,Elec- Industrial,Y,0,0,NA
93276,12,2017,Elec- Industrial,Y,0,0,NA
93280,10,2017,Elec- Industrial,Y,0,0,NA
93280,11,2017,Elec- Industrial,Y,0,0,NA
93280,12,2017,Elec- Industrial,Y,0,0,NA
93301,10,2017,Elec- Industrial,Y,0,0,NA
93301,11,2017,Elec- Industrial,Y,0,0,NA
93301,12,2017,Elec- Industrial,Y,0,0,NA
93304,10,2017,Elec- Industrial,Y,0,0,NA
93304,11,2017,Elec- Industrial,Y,0,0,NA
93304,12,2017,Elec- Industrial,Y,0,0,NA
93305,10,2017,Elec- Industrial,Y,0,0,NA
93305,11,2017,Elec- Industrial,Y,0,0,NA
93305,12,2017,Elec- Industrial,Y,0,0,NA
93306,10,2017,Elec- Industrial,Y,0,0,NA
93306,11,2017,Elec- Industrial,Y,0,0,NA
93306,12,2017,Elec- Industrial,Y,0,0,NA
93307,10,2017,Elec- Industrial,Y,0,0,NA
93307,11,2017,Elec- Industrial,Y,0,0,NA
93307,12,2017,Elec- Industrial,Y,0,0,NA
93308,10,2017,Elec- Industrial,Y,88,153780134,1747502
93308,11,2017,Elec- Industrial,Y,89,148568253,1669306
93308,12,2017,Elec- Industrial,Y,87,146575159,1684772
93311,10,2017,Elec- Industrial,Y,0,0,NA
93311,11,2017,Elec- Industrial,Y,0,0,NA
93311,12,2017,Elec- Industrial,Y,0,0,NA
93313,10,2017,Elec- Industrial,Y,0,0,NA
93313,11,2017,Elec- Industrial,Y,0,0,NA
93313,12,2017,Elec- Industrial,Y,0,0,NA
93401,10,2017,Elec- Industrial,Y,0,0,NA
93401,11,2017,Elec- Industrial,Y,0,0,NA
93401,12,2017,Elec- Industrial,Y,0,0,NA
93420,10,2017,Elec- Industrial,Y,0,0,NA
93420,11,2017,Elec- Industrial,Y,0,0,NA
93420,12,2017,Elec- Industrial,Y,0,0,NA
93422,10,2017,Elec- Industrial,Y,0,0,NA
93422,11,2017,Elec- Industrial,Y,0,0,NA
93422,12,2017,Elec- Industrial,Y,0,0,NA
93426,10,2017,Elec- Industrial,Y,0,0,NA
93426,11,2017,Elec- Industrial,Y,0,0,NA
93426,12,2017,Elec- Industrial,Y,0,0,NA
93436,10,2017,Elec- Industrial,Y,0,0,NA
93436,11,2017,Elec- Industrial,Y,0,0,NA
93436,12,2017,Elec- Industrial,Y,0,0,NA
93437,10,2017,Elec- Industrial,Y,0,0,NA
93437,11,2017,Elec- Industrial,Y,0,0,NA
93437,12,2017,Elec- Industrial,Y,0,0,NA
93446,10,2017,Elec- Industrial,Y,0,0,NA
93446,11,2017,Elec- Industrial,Y,0,0,NA
93446,12,2017,Elec- Industrial,Y,0,0,NA
93454,10,2017,Elec- Industrial,Y,0,0,NA
93454,11,2017,Elec- Industrial,Y,0,0,NA
93454,12,2017,Elec- Industrial,Y,0,0,NA
93455,10,2017,Elec- Industrial,Y,0,0,NA
93455,11,2017,Elec- Industrial,Y,0,0,NA
93455,12,2017,Elec- Industrial,Y,0,0,NA
93458,10,2017,Elec- Industrial,Y,0,0,NA
93458,11,2017,Elec- Industrial,Y,0,0,NA
93458,12,2017,Elec- Industrial,Y,0,0,NA
93460,10,2017,Elec- Industrial,Y,0,0,NA
93460,11,2017,Elec- Industrial,Y,0,0,NA
93460,12,2017,Elec- Industrial,Y,0,0,NA
93608,10,2017,Elec- Industrial,Y,0,0,NA
93608,11,2017,Elec- Industrial,Y,0,0,NA
93608,12,2017,Elec- Industrial,Y,0,0,NA
93610,10,2017,Elec- Industrial,Y,0,0,NA
93610,11,2017,Elec- Industrial,Y,0,0,NA
93610,12,2017,Elec- Industrial,Y,0,0,NA
93611,10,2017,Elec- Industrial,Y,0,0,NA
93611,11,2017,Elec- Industrial,Y,0,0,NA
93611,12,2017,Elec- Industrial,Y,0,0,NA
93614,10,2017,Elec- Industrial,Y,0,0,NA
93614,11,2017,Elec- Industrial,Y,0,0,NA
93614,12,2017,Elec- Industrial,Y,0,0,NA
93616,10,2017,Elec- Industrial,Y,0,0,NA
93616,11,2017,Elec- Industrial,Y,0,0,NA
93616,12,2017,Elec- Industrial,Y,0,0,NA
93618,10,2017,Elec- Industrial,Y,0,0,NA
93618,11,2017,Elec- Industrial,Y,0,0,NA
93618,12,2017,Elec- Industrial,Y,0,0,NA
93619,10,2017,Elec- Industrial,Y,0,0,NA
93619,11,2017,Elec- Industrial,Y,0,0,NA
93619,12,2017,Elec- Industrial,Y,0,0,NA
93622,10,2017,Elec- Industrial,Y,0,0,NA
93622,11,2017,Elec- Industrial,Y,0,0,NA
93622,12,2017,Elec- Industrial,Y,0,0,NA
93625,10,2017,Elec- Industrial,Y,0,0,NA
93625,11,2017,Elec- Industrial,Y,0,0,NA
93625,12,2017,Elec- Industrial,Y,0,0,NA
93626,10,2017,Elec- Industrial,Y,0,0,NA
93626,11,2017,Elec- Industrial,Y,0,0,NA
93626,12,2017,Elec- Industrial,Y,0,0,NA
93627,10,2017,Elec- Industrial,Y,0,0,NA
93627,11,2017,Elec- Industrial,Y,0,0,NA
93627,12,2017,Elec- Industrial,Y,0,0,NA
93631,10,2017,Elec- Industrial,Y,0,0,NA
93631,11,2017,Elec- Industrial,Y,0,0,NA
93631,12,2017,Elec- Industrial,Y,0,0,NA
93635,10,2017,Elec- Industrial,Y,0,0,NA
93635,11,2017,Elec- Industrial,Y,24,15098037,629085
93635,12,2017,Elec- Industrial,Y,22,11108361,504925
93637,10,2017,Elec- Industrial,Y,0,0,NA
93637,11,2017,Elec- Industrial,Y,0,0,NA
93637,12,2017,Elec- Industrial,Y,115,134524427,1169778
93638,10,2017,Elec- Industrial,Y,0,0,NA
93638,11,2017,Elec- Industrial,Y,0,0,NA
93638,12,2017,Elec- Industrial,Y,0,0,NA
93640,10,2017,Elec- Industrial,Y,0,0,NA
93640,11,2017,Elec- Industrial,Y,0,0,NA
93640,12,2017,Elec- Industrial,Y,0,0,NA
93648,10,2017,Elec- Industrial,Y,0,0,NA
93648,11,2017,Elec- Industrial,Y,0,0,NA
93648,12,2017,Elec- Industrial,Y,0,0,NA
93654,10,2017,Elec- Industrial,Y,0,0,NA
93654,11,2017,Elec- Industrial,Y,0,0,NA
93654,12,2017,Elec- Industrial,Y,0,0,NA
93657,10,2017,Elec- Industrial,Y,0,0,NA
93657,11,2017,Elec- Industrial,Y,0,0,NA
93657,12,2017,Elec- Industrial,Y,0,0,NA
93662,10,2017,Elec- Industrial,Y,0,0,NA
93662,11,2017,Elec- Industrial,Y,0,0,NA
93662,12,2017,Elec- Industrial,Y,0,0,NA
93701,10,2017,Elec- Industrial,Y,0,0,NA
93701,11,2017,Elec- Industrial,Y,0,0,NA
93701,12,2017,Elec- Industrial,Y,0,0,NA
93702,10,2017,Elec- Industrial,Y,0,0,NA
93702,11,2017,Elec- Industrial,Y,0,0,NA
93702,12,2017,Elec- Industrial,Y,0,0,NA
93703,10,2017,Elec- Industrial,Y,0,0,NA
93703,11,2017,Elec- Industrial,Y,0,0,NA
93703,12,2017,Elec- Industrial,Y,0,0,NA
93704,10,2017,Elec- Industrial,Y,0,0,NA
93704,11,2017,Elec- Industrial,Y,0,0,NA
93704,12,2017,Elec- Industrial,Y,0,0,NA
93706,10,2017,Elec- Industrial,Y,0,0,NA
93706,11,2017,Elec- Industrial,Y,0,0,NA
93706,12,2017,Elec- Industrial,Y,0,0,NA
93710,10,2017,Elec- Industrial,Y,0,0,NA
93710,11,2017,Elec- Industrial,Y,0,0,NA
93710,12,2017,Elec- Industrial,Y,0,0,NA
93720,10,2017,Elec- Industrial,Y,0,0,NA
93720,11,2017,Elec- Industrial,Y,0,0,NA
93720,12,2017,Elec- Industrial,Y,0,0,NA
93721,10,2017,Elec- Industrial,Y,0,0,NA
93721,11,2017,Elec- Industrial,Y,0,0,NA
93721,12,2017,Elec- Industrial,Y,0,0,NA
93725,10,2017,Elec- Industrial,Y,116,175689974,1514569
93725,11,2017,Elec- Industrial,Y,116,156276998,1347216
93725,12,2017,Elec- Industrial,Y,0,0,NA
93727,10,2017,Elec- Industrial,Y,0,0,NA
93727,11,2017,Elec- Industrial,Y,0,0,NA
93727,12,2017,Elec- Industrial,Y,0,0,NA
93901,10,2017,Elec- Industrial,Y,55,53095468,965372
93901,11,2017,Elec- Industrial,Y,30,24977324,832577
93901,12,2017,Elec- Industrial,Y,22,17900079,813640
93906,10,2017,Elec- Industrial,Y,0,0,NA
93906,11,2017,Elec- Industrial,Y,0,0,NA
93906,12,2017,Elec- Industrial,Y,0,0,NA
93923,10,2017,Elec- Industrial,Y,0,0,NA
93923,11,2017,Elec- Industrial,Y,0,0,NA
93923,12,2017,Elec- Industrial,Y,0,0,NA
93926,10,2017,Elec- Industrial,Y,0,0,NA
93926,11,2017,Elec- Industrial,Y,0,0,NA
93926,12,2017,Elec- Industrial,Y,0,0,NA
93927,10,2017,Elec- Industrial,Y,0,0,NA
93927,11,2017,Elec- Industrial,Y,0,0,NA
93927,12,2017,Elec- Industrial,Y,0,0,NA
93940,10,2017,Elec- Industrial,Y,0,0,NA
93940,11,2017,Elec- Industrial,Y,0,0,NA
93940,12,2017,Elec- Industrial,Y,0,0,NA
93955,10,2017,Elec- Industrial,Y,0,0,NA
93955,11,2017,Elec- Industrial,Y,0,0,NA
93955,12,2017,Elec- Industrial,Y,0,0,NA
93960,10,2017,Elec- Industrial,Y,0,0,NA
93960,11,2017,Elec- Industrial,Y,0,0,NA
93960,12,2017,Elec- Industrial,Y,0,0,NA
94010,10,2017,Elec- Industrial,Y,0,0,NA
94010,11,2017,Elec- Industrial,Y,0,0,NA
94010,12,2017,Elec- Industrial,Y,0,0,NA
94015,10,2017,Elec- Industrial,Y,0,0,NA
94015,11,2017,Elec- Industrial,Y,0,0,NA
94015,12,2017,Elec- Industrial,Y,0,0,NA
94022,10,2017,Elec- Industrial,Y,0,0,NA
94022,11,2017,Elec- Industrial,Y,0,0,NA
94022,12,2017,Elec- Industrial,Y,0,0,NA
94025,10,2017,Elec- Industrial,Y,0,0,NA
94025,11,2017,Elec- Industrial,Y,0,0,NA
94025,12,2017,Elec- Industrial,Y,0,0,NA
94040,10,2017,Elec- Industrial,Y,0,0,NA
94040,11,2017,Elec- Industrial,Y,0,0,NA
94040,12,2017,Elec- Industrial,Y,0,0,NA
94041,10,2017,Elec- Industrial,Y,0,0,NA
94041,11,2017,Elec- Industrial,Y,0,0,NA
94041,12,2017,Elec- Industrial,Y,0,0,NA
94043,10,2017,Elec- Industrial,Y,0,0,NA
94043,11,2017,Elec- Industrial,Y,0,0,NA
94043,12,2017,Elec- Industrial,Y,0,0,NA
94044,10,2017,Elec- Industrial,Y,0,0,NA
94044,11,2017,Elec- Industrial,Y,0,0,NA
94044,12,2017,Elec- Industrial,Y,0,0,NA
94062,10,2017,Elec- Industrial,Y,0,0,NA
94062,11,2017,Elec- Industrial,Y,0,0,NA
94062,12,2017,Elec- Industrial,Y,0,0,NA
94063,10,2017,Elec- Industrial,Y,0,0,NA
94063,11,2017,Elec- Industrial,Y,0,0,NA
94063,12,2017,Elec- Industrial,Y,0,0,NA
94065,10,2017,Elec- Industrial,Y,0,0,NA
94065,11,2017,Elec- Industrial,Y,0,0,NA
94065,12,2017,Elec- Industrial,Y,0,0,NA
94066,10,2017,Elec- Industrial,Y,0,0,NA
94066,11,2017,Elec- Industrial,Y,0,0,NA
94066,12,2017,Elec- Industrial,Y,0,0,NA
94070,10,2017,Elec- Industrial,Y,0,0,NA
94070,11,2017,Elec- Industrial,Y,0,0,NA
94070,12,2017,Elec- Industrial,Y,0,0,NA
94080,10,2017,Elec- Industrial,Y,0,0,NA
94080,11,2017,Elec- Industrial,Y,0,0,NA
94080,12,2017,Elec- Industrial,Y,0,0,NA
94085,10,2017,Elec- Industrial,Y,0,0,NA
94085,11,2017,Elec- Industrial,Y,0,0,NA
94085,12,2017,Elec- Industrial,Y,0,0,NA
94086,10,2017,Elec- Industrial,Y,0,0,NA
94086,11,2017,Elec- Industrial,Y,0,0,NA
94086,12,2017,Elec- Industrial,Y,0,0,NA
94089,10,2017,Elec- Industrial,Y,0,0,NA
94089,11,2017,Elec- Industrial,Y,0,0,NA
94089,12,2017,Elec- Industrial,Y,0,0,NA
94102,10,2017,Elec- Industrial,Y,0,0,NA
94102,11,2017,Elec- Industrial,Y,0,0,NA
94102,12,2017,Elec- Industrial,Y,0,0,NA
94103,10,2017,Elec- Industrial,Y,0,0,NA
94103,11,2017,Elec- Industrial,Y,0,0,NA
94103,12,2017,Elec- Industrial,Y,0,0,NA
94104,10,2017,Elec- Industrial,Y,0,0,NA
94104,11,2017,Elec- Industrial,Y,0,0,NA
94104,12,2017,Elec- Industrial,Y,0,0,NA
94105,10,2017,Elec- Industrial,Y,470,579796252,1233609
94105,11,2017,Elec- Industrial,Y,503,560013734,1113347
94105,12,2017,Elec- Industrial,Y,0,0,NA
94107,10,2017,Elec- Industrial,Y,0,0,NA
94107,11,2017,Elec- Industrial,Y,0,0,NA
94107,12,2017,Elec- Industrial,Y,0,0,NA
94108,10,2017,Elec- Industrial,Y,0,0,NA
94108,11,2017,Elec- Industrial,Y,0,0,NA
94108,12,2017,Elec- Industrial,Y,0,0,NA
94109,10,2017,Elec- Industrial,Y,0,0,NA
94109,11,2017,Elec- Industrial,Y,0,0,NA
94109,12,2017,Elec- Industrial,Y,0,0,NA
94111,10,2017,Elec- Industrial,Y,0,0,NA
94111,11,2017,Elec- Industrial,Y,0,0,NA
94111,12,2017,Elec- Industrial,Y,0,0,NA
94114,10,2017,Elec- Industrial,Y,0,0,NA
94114,11,2017,Elec- Industrial,Y,0,0,NA
94114,12,2017,Elec- Industrial,Y,0,0,NA
94115,10,2017,Elec- Industrial,Y,0,0,NA
94115,11,2017,Elec- Industrial,Y,0,0,NA
94115,12,2017,Elec- Industrial,Y,0,0,NA
94117,10,2017,Elec- Industrial,Y,0,0,NA
94117,11,2017,Elec- Industrial,Y,0,0,NA
94117,12,2017,Elec- Industrial,Y,0,0,NA
94118,10,2017,Elec- Industrial,Y,0,0,NA
94118,11,2017,Elec- Industrial,Y,0,0,NA
94118,12,2017,Elec- Industrial,Y,0,0,NA
94121,10,2017,Elec- Industrial,Y,0,0,NA
94121,11,2017,Elec- Industrial,Y,0,0,NA
94121,12,2017,Elec- Industrial,Y,0,0,NA
94124,10,2017,Elec- Industrial,Y,0,0,NA
94124,11,2017,Elec- Industrial,Y,0,0,NA
94124,12,2017,Elec- Industrial,Y,0,0,NA
94129,10,2017,Elec- Industrial,Y,0,0,NA
94129,11,2017,Elec- Industrial,Y,0,0,NA
94129,12,2017,Elec- Industrial,Y,0,0,NA
94132,10,2017,Elec- Industrial,Y,0,0,NA
94132,11,2017,Elec- Industrial,Y,0,0,NA
94132,12,2017,Elec- Industrial,Y,0,0,NA
94158,10,2017,Elec- Industrial,Y,0,0,NA
94158,11,2017,Elec- Industrial,Y,0,0,NA
94158,12,2017,Elec- Industrial,Y,0,0,NA
94303,10,2017,Elec- Industrial,Y,0,0,NA
94303,11,2017,Elec- Industrial,Y,0,0,NA
94303,12,2017,Elec- Industrial,Y,0,0,NA
94305,10,2017,Elec- Industrial,Y,0,0,NA
94305,11,2017,Elec- Industrial,Y,0,0,NA
94305,12,2017,Elec- Industrial,Y,0,0,NA
94401,10,2017,Elec- Industrial,Y,0,0,NA
94401,11,2017,Elec- Industrial,Y,0,0,NA
94401,12,2017,Elec- Industrial,Y,0,0,NA
94402,10,2017,Elec- Industrial,Y,0,0,NA
94402,11,2017,Elec- Industrial,Y,0,0,NA
94402,12,2017,Elec- Industrial,Y,0,0,NA
94403,10,2017,Elec- Industrial,Y,0,0,NA
94403,11,2017,Elec- Industrial,Y,0,0,NA
94403,12,2017,Elec- Industrial,Y,0,0,NA
94404,10,2017,Elec- Industrial,Y,0,0,NA
94404,11,2017,Elec- Industrial,Y,0,0,NA
94404,12,2017,Elec- Industrial,Y,0,0,NA
94503,10,2017,Elec- Industrial,Y,0,0,NA
94503,11,2017,Elec- Industrial,Y,0,0,NA
94503,12,2017,Elec- Industrial,Y,0,0,NA
94508,10,2017,Elec- Industrial,Y,0,0,NA
94508,11,2017,Elec- Industrial,Y,0,0,NA
94508,12,2017,Elec- Industrial,Y,0,0,NA
94509,10,2017,Elec- Industrial,Y,0,0,NA
94509,11,2017,Elec- Industrial,Y,0,0,NA
94509,12,2017,Elec- Industrial,Y,0,0,NA
94510,10,2017,Elec- Industrial,Y,0,0,NA
94510,11,2017,Elec- Industrial,Y,0,0,NA
94510,12,2017,Elec- Industrial,Y,0,0,NA
94513,10,2017,Elec- Industrial,Y,0,0,NA
94513,11,2017,Elec- Industrial,Y,0,0,NA
94513,12,2017,Elec- Industrial,Y,0,0,NA
94514,10,2017,Elec- Industrial,Y,0,0,NA
94514,11,2017,Elec- Industrial,Y,0,0,NA
94514,12,2017,Elec- Industrial,Y,0,0,NA
94518,10,2017,Elec- Industrial,Y,0,0,NA
94518,11,2017,Elec- Industrial,Y,0,0,NA
94518,12,2017,Elec- Industrial,Y,0,0,NA
94520,10,2017,Elec- Industrial,Y,0,0,NA
94520,11,2017,Elec- Industrial,Y,0,0,NA
94520,12,2017,Elec- Industrial,Y,0,0,NA
94523,10,2017,Elec- Industrial,Y,0,0,NA
94523,11,2017,Elec- Industrial,Y,0,0,NA
94523,12,2017,Elec- Industrial,Y,0,0,NA
94525,10,2017,Elec- Industrial,Y,0,0,NA
94525,11,2017,Elec- Industrial,Y,0,0,NA
94525,12,2017,Elec- Industrial,Y,0,0,NA
94526,10,2017,Elec- Industrial,Y,0,0,NA
94526,11,2017,Elec- Industrial,Y,0,0,NA
94526,12,2017,Elec- Industrial,Y,0,0,NA
94531,10,2017,Elec- Industrial,Y,0,0,NA
94531,11,2017,Elec- Industrial,Y,0,0,NA
94531,12,2017,Elec- Industrial,Y,0,0,NA
94533,10,2017,Elec- Industrial,Y,0,0,NA
94533,11,2017,Elec- Industrial,Y,0,0,NA
94533,12,2017,Elec- Industrial,Y,0,0,NA
94534,10,2017,Elec- Industrial,Y,0,0,NA
94534,11,2017,Elec- Industrial,Y,0,0,NA
94534,12,2017,Elec- Industrial,Y,0,0,NA
94535,10,2017,Elec- Industrial,Y,0,0,NA
94535,11,2017,Elec- Industrial,Y,0,0,NA
94535,12,2017,Elec- Industrial,Y,0,0,NA
94538,10,2017,Elec- Industrial,Y,0,0,NA
94538,11,2017,Elec- Industrial,Y,0,0,NA
94538,12,2017,Elec- Industrial,Y,0,0,NA
94539,10,2017,Elec- Industrial,Y,0,0,NA
94539,11,2017,Elec- Industrial,Y,0,0,NA
94539,12,2017,Elec- Industrial,Y,0,0,NA
94542,10,2017,Elec- Industrial,Y,0,0,NA
94542,11,2017,Elec- Industrial,Y,0,0,NA
94542,12,2017,Elec- Industrial,Y,0,0,NA
94544,10,2017,Elec- Industrial,Y,0,0,NA
94544,11,2017,Elec- Industrial,Y,0,0,NA
94544,12,2017,Elec- Industrial,Y,0,0,NA
94545,10,2017,Elec- Industrial,Y,0,0,NA
94545,11,2017,Elec- Industrial,Y,0,0,NA
94545,12,2017,Elec- Industrial,Y,0,0,NA
94546,10,2017,Elec- Industrial,Y,0,0,NA
94546,11,2017,Elec- Industrial,Y,0,0,NA
94546,12,2017,Elec- Industrial,Y,0,0,NA
94549,10,2017,Elec- Industrial,Y,0,0,NA
94549,11,2017,Elec- Industrial,Y,0,0,NA
94549,12,2017,Elec- Industrial,Y,0,0,NA
94550,10,2017,Elec- Industrial,Y,0,0,NA
94550,11,2017,Elec- Industrial,Y,0,0,NA
94550,12,2017,Elec- Industrial,Y,0,0,NA
94551,10,2017,Elec- Industrial,Y,0,0,NA
94551,11,2017,Elec- Industrial,Y,0,0,NA
94551,12,2017,Elec- Industrial,Y,0,0,NA
94553,10,2017,Elec- Industrial,Y,0,0,NA
94553,11,2017,Elec- Industrial,Y,0,0,NA
94553,12,2017,Elec- Industrial,Y,0,0,NA
94555,10,2017,Elec- Industrial,Y,0,0,NA
94555,11,2017,Elec- Industrial,Y,0,0,NA
94555,12,2017,Elec- Industrial,Y,0,0,NA
94556,10,2017,Elec- Industrial,Y,0,0,NA
94556,11,2017,Elec- Industrial,Y,0,0,NA
94556,12,2017,Elec- Industrial,Y,0,0,NA
94558,10,2017,Elec- Industrial,Y,0,0,NA
94558,11,2017,Elec- Industrial,Y,0,0,NA
94558,12,2017,Elec- Industrial,Y,0,0,NA
94560,10,2017,Elec- Industrial,Y,0,0,NA
94560,11,2017,Elec- Industrial,Y,0,0,NA
94560,12,2017,Elec- Industrial,Y,0,0,NA
94561,10,2017,Elec- Industrial,Y,0,0,NA
94561,11,2017,Elec- Industrial,Y,0,0,NA
94561,12,2017,Elec- Industrial,Y,0,0,NA
94563,10,2017,Elec- Industrial,Y,0,0,NA
94563,11,2017,Elec- Industrial,Y,0,0,NA
94563,12,2017,Elec- Industrial,Y,0,0,NA
94565,10,2017,Elec- Industrial,Y,0,0,NA
94565,11,2017,Elec- Industrial,Y,0,0,NA
94565,12,2017,Elec- Industrial,Y,0,0,NA
94566,10,2017,Elec- Industrial,Y,0,0,NA
94566,11,2017,Elec- Industrial,Y,0,0,NA
94566,12,2017,Elec- Industrial,Y,0,0,NA
94568,10,2017,Elec- Industrial,Y,0,0,NA
94568,11,2017,Elec- Industrial,Y,0,0,NA
94568,12,2017,Elec- Industrial,Y,0,0,NA
94572,10,2017,Elec- Industrial,Y,0,0,NA
94572,11,2017,Elec- Industrial,Y,0,0,NA
94572,12,2017,Elec- Industrial,Y,0,0,NA
94574,10,2017,Elec- Industrial,Y,0,0,NA
94574,11,2017,Elec- Industrial,Y,0,0,NA
94574,12,2017,Elec- Industrial,Y,0,0,NA
94576,10,2017,Elec- Industrial,Y,0,0,NA
94576,11,2017,Elec- Industrial,Y,0,0,NA
94576,12,2017,Elec- Industrial,Y,0,0,NA
94577,10,2017,Elec- Industrial,Y,0,0,NA
94577,11,2017,Elec- Industrial,Y,0,0,NA
94577,12,2017,Elec- Industrial,Y,0,0,NA
94578,10,2017,Elec- Industrial,Y,0,0,NA
94578,11,2017,Elec- Industrial,Y,0,0,NA
94578,12,2017,Elec- Industrial,Y,0,0,NA
94580,10,2017,Elec- Industrial,Y,0,0,NA
94580,11,2017,Elec- Industrial,Y,0,0,NA
94580,12,2017,Elec- Industrial,Y,0,0,NA
94583,10,2017,Elec- Industrial,Y,0,0,NA
94583,11,2017,Elec- Industrial,Y,0,0,NA
94583,12,2017,Elec- Industrial,Y,0,0,NA
94585,10,2017,Elec- Industrial,Y,0,0,NA
94585,11,2017,Elec- Industrial,Y,0,0,NA
94585,12,2017,Elec- Industrial,Y,0,0,NA
94586,10,2017,Elec- Industrial,Y,0,0,NA
94586,11,2017,Elec- Industrial,Y,0,0,NA
94586,12,2017,Elec- Industrial,Y,0,0,NA
94587,10,2017,Elec- Industrial,Y,0,0,NA
94587,11,2017,Elec- Industrial,Y,0,0,NA
94587,12,2017,Elec- Industrial,Y,0,0,NA
94588,10,2017,Elec- Industrial,Y,0,0,NA
94588,11,2017,Elec- Industrial,Y,0,0,NA
94588,12,2017,Elec- Industrial,Y,0,0,NA
94589,10,2017,Elec- Industrial,Y,0,0,NA
94589,11,2017,Elec- Industrial,Y,0,0,NA
94589,12,2017,Elec- Industrial,Y,0,0,NA
94590,10,2017,Elec- Industrial,Y,0,0,NA
94590,11,2017,Elec- Industrial,Y,0,0,NA
94590,12,2017,Elec- Industrial,Y,0,0,NA
94596,10,2017,Elec- Industrial,Y,0,0,NA
94596,11,2017,Elec- Industrial,Y,0,0,NA
94596,12,2017,Elec- Industrial,Y,0,0,NA
94597,10,2017,Elec- Industrial,Y,0,0,NA
94597,11,2017,Elec- Industrial,Y,0,0,NA
94597,12,2017,Elec- Industrial,Y,0,0,NA
94598,10,2017,Elec- Industrial,Y,0,0,NA
94598,11,2017,Elec- Industrial,Y,0,0,NA
94598,12,2017,Elec- Industrial,Y,0,0,NA
94599,10,2017,Elec- Industrial,Y,0,0,NA
94599,11,2017,Elec- Industrial,Y,0,0,NA
94599,12,2017,Elec- Industrial,Y,0,0,NA
94601,10,2017,Elec- Industrial,Y,0,0,NA
94601,11,2017,Elec- Industrial,Y,0,0,NA
94601,12,2017,Elec- Industrial,Y,0,0,NA
94602,10,2017,Elec- Industrial,Y,0,0,NA
94602,11,2017,Elec- Industrial,Y,0,0,NA
94602,12,2017,Elec- Industrial,Y,0,0,NA
94605,10,2017,Elec- Industrial,Y,0,0,NA
94605,11,2017,Elec- Industrial,Y,0,0,NA
94605,12,2017,Elec- Industrial,Y,0,0,NA
94606,10,2017,Elec- Industrial,Y,0,0,NA
94606,11,2017,Elec- Industrial,Y,0,0,NA
94606,12,2017,Elec- Industrial,Y,0,0,NA
94607,10,2017,Elec- Industrial,Y,0,0,NA
94607,11,2017,Elec- Industrial,Y,0,0,NA
94607,12,2017,Elec- Industrial,Y,0,0,NA
94608,10,2017,Elec- Industrial,Y,0,0,NA
94608,11,2017,Elec- Industrial,Y,0,0,NA
94608,12,2017,Elec- Industrial,Y,0,0,NA
94609,10,2017,Elec- Industrial,Y,0,0,NA
94609,11,2017,Elec- Industrial,Y,0,0,NA
94609,12,2017,Elec- Industrial,Y,0,0,NA
94611,10,2017,Elec- Industrial,Y,0,0,NA
94611,11,2017,Elec- Industrial,Y,0,0,NA
94611,12,2017,Elec- Industrial,Y,0,0,NA
94612,10,2017,Elec- Industrial,Y,0,0,NA
94612,11,2017,Elec- Industrial,Y,0,0,NA
