ZIPCODE,MONTH,YEAR,CUSTOMERCLASS,COMBINED,TOTALCUSTOMERS,TOTALKWH,AVERAGEKWH
95445,10,2017,Elec- Agricultural,Y,0,0,NA
95445,11,2017,Elec- Agricultural,Y,0,0,NA
95445,12,2017,Elec- Agricultural,Y,0,0,NA
95446,10,2017,Elec- Agricultural,Y,0,0,NA
95446,11,2017,Elec- Agricultural,Y,0,0,NA
95446,12,2017,Elec- Agricultural,Y,0,0,NA
95448,10,2017,Elec- Agricultural,Y,540,968832,1794
95448,11,2017,Elec- Agricultural,Y,1010,874346,866
95448,12,2017,Elec- Agricultural,Y,0,0,NA
95449,10,2017,Elec- Agricultural,Y,0,0,NA
95449,11,2017,Elec- Agricultural,Y,0,0,NA
95449,12,2017,Elec- Agricultural,Y,0,0,NA
95451,10,2017,Elec- Agricultural,Y,0,0,NA
95451,11,2017,Elec- Agricultural,Y,0,0,NA
95451,12,2017,Elec- Agricultural,Y,0,0,NA
95452,10,2017,Elec- Agricultural,Y,0,0,NA
95452,11,2017,Elec- Agricultural,Y,0,0,NA
95452,12,2017,Elec- Agricultural,Y,0,0,NA
95453,10,2017,Elec- Agricultural,Y,0,0,NA
95453,11,2017,Elec- Agricultural,Y,0,0,NA
95453,12,2017,Elec- Agricultural,Y,0,0,NA
95454,10,2017,Elec- Agricultural,Y,0,0,NA
95454,11,2017,Elec- Agricultural,Y,0,0,NA
95454,12,2017,Elec- Agricultural,Y,0,0,NA
95456,12,2017,Elec- Agricultural,Y,0,0,NA
95457,10,2017,Elec- Agricultural,Y,0,0,NA
95457,11,2017,Elec- Agricultural,Y,0,0,NA
95457,12,2017,Elec- Agricultural,Y,0,0,NA
95459,10,2017,Elec- Agricultural,Y,0,0,NA
95459,11,2017,Elec- Agricultural,Y,0,0,NA
95459,12,2017,Elec- Agricultural,Y,0,0,NA
95461,10,2017,Elec- Agricultural,Y,0,0,NA
95461,11,2017,Elec- Agricultural,Y,0,0,NA
95461,12,2017,Elec- Agricultural,Y,0,0,NA
95462,10,2017,Elec- Agricultural,Y,0,0,NA
95462,11,2017,Elec- Agricultural,Y,0,0,NA
95462,12,2017,Elec- Agricultural,Y,0,0,NA
95464,10,2017,Elec- Agricultural,Y,0,0,NA
95464,11,2017,Elec- Agricultural,Y,0,0,NA
95464,12,2017,Elec- Agricultural,Y,0,0,NA
95465,10,2017,Elec- Agricultural,Y,0,0,NA
95465,11,2017,Elec- Agricultural,Y,0,0,NA
95465,12,2017,Elec- Agricultural,Y,0,0,NA
95466,10,2017,Elec- Agricultural,Y,0,0,NA
95466,11,2017,Elec- Agricultural,Y,0,0,NA
95466,12,2017,Elec- Agricultural,Y,0,0,NA
95467,10,2017,Elec- Agricultural,Y,0,0,NA
95467,11,2017,Elec- Agricultural,Y,0,0,NA
95467,12,2017,Elec- Agricultural,Y,0,0,NA
95468,10,2017,Elec- Agricultural,Y,0,0,NA
95468,11,2017,Elec- Agricultural,Y,0,0,NA
95468,12,2017,Elec- Agricultural,Y,0,0,NA
95469,10,2017,Elec- Agricultural,Y,0,0,NA
95469,11,2017,Elec- Agricultural,Y,0,0,NA
95469,12,2017,Elec- Agricultural,Y,0,0,NA
95470,10,2017,Elec- Agricultural,Y,0,0,NA
95470,11,2017,Elec- Agricultural,Y,0,0,NA
95470,12,2017,Elec- Agricultural,Y,0,0,NA
95472,10,2017,Elec- Agricultural,Y,580,1585445,2734
95472,11,2017,Elec- Agricultural,Y,465,1047987,2254
95472,12,2017,Elec- Agricultural,Y,415,1004949,2422
95476,10,2017,Elec- Agricultural,Y,0,0,NA
95476,11,2017,Elec- Agricultural,Y,322,446977,1388
95476,12,2017,Elec- Agricultural,Y,438,468953,1071
95480,10,2017,Elec- Agricultural,Y,0,0,NA
95480,11,2017,Elec- Agricultural,Y,0,0,NA
95480,12,2017,Elec- Agricultural,Y,0,0,NA
95482,10,2017,Elec- Agricultural,Y,211,324139,1536
95482,11,2017,Elec- Agricultural,Y,0,0,NA
95482,12,2017,Elec- Agricultural,Y,0,0,NA
95485,10,2017,Elec- Agricultural,Y,0,0,NA
95485,11,2017,Elec- Agricultural,Y,0,0,NA
95485,12,2017,Elec- Agricultural,Y,0,0,NA
95488,10,2017,Elec- Agricultural,Y,0,0,NA
95488,11,2017,Elec- Agricultural,Y,0,0,NA
95488,12,2017,Elec- Agricultural,Y,0,0,NA
95490,10,2017,Elec- Agricultural,Y,0,0,NA
95490,11,2017,Elec- Agricultural,Y,0,0,NA
95490,12,2017,Elec- Agricultural,Y,0,0,NA
95492,10,2017,Elec- Agricultural,Y,0,0,NA
95492,11,2017,Elec- Agricultural,Y,0,0,NA
95492,12,2017,Elec- Agricultural,Y,0,0,NA
95493,10,2017,Elec- Agricultural,Y,0,0,NA
95493,11,2017,Elec- Agricultural,Y,0,0,NA
95493,12,2017,Elec- Agricultural,Y,0,0,NA
95494,10,2017,Elec- Agricultural,Y,0,0,NA
95494,11,2017,Elec- Agricultural,Y,0,0,NA
95494,12,2017,Elec- Agricultural,Y,0,0,NA
95501,10,2017,Elec- Agricultural,Y,0,0,NA
95501,11,2017,Elec- Agricultural,Y,0,0,NA
95501,12,2017,Elec- Agricultural,Y,0,0,NA
95503,10,2017,Elec- Agricultural,Y,0,0,NA
95503,11,2017,Elec- Agricultural,Y,0,0,NA
95503,12,2017,Elec- Agricultural,Y,0,0,NA
95511,10,2017,Elec- Agricultural,Y,0,0,NA
95511,11,2017,Elec- Agricultural,Y,0,0,NA
95511,12,2017,Elec- Agricultural,Y,0,0,NA
95514,10,2017,Elec- Agricultural,Y,0,0,NA
95514,11,2017,Elec- Agricultural,Y,0,0,NA
95514,12,2017,Elec- Agricultural,Y,0,0,NA
95519,10,2017,Elec- Agricultural,Y,0,0,NA
95519,11,2017,Elec- Agricultural,Y,0,0,NA
95519,12,2017,Elec- Agricultural,Y,0,0,NA
95521,10,2017,Elec- Agricultural,Y,0,0,NA
95521,11,2017,Elec- Agricultural,Y,0,0,NA
95521,12,2017,Elec- Agricultural,Y,0,0,NA
95524,10,2017,Elec- Agricultural,Y,0,0,NA
95524,11,2017,Elec- Agricultural,Y,0,0,NA
95524,12,2017,Elec- Agricultural,Y,0,0,NA
95525,10,2017,Elec- Agricultural,Y,0,0,NA
95525,11,2017,Elec- Agricultural,Y,0,0,NA
95525,12,2017,Elec- Agricultural,Y,0,0,NA
95526,10,2017,Elec- Agricultural,Y,0,0,NA
95526,11,2017,Elec- Agricultural,Y,0,0,NA
95526,12,2017,Elec- Agricultural,Y,0,0,NA
95527,10,2017,Elec- Agricultural,Y,0,0,NA
95527,11,2017,Elec- Agricultural,Y,0,0,NA
95527,12,2017,Elec- Agricultural,Y,0,0,NA
95528,10,2017,Elec- Agricultural,Y,0,0,NA
95528,11,2017,Elec- Agricultural,Y,0,0,NA
95528,12,2017,Elec- Agricultural,Y,0,0,NA
95536,10,2017,Elec- Agricultural,Y,0,0,NA
95536,11,2017,Elec- Agricultural,Y,0,0,NA
95536,12,2017,Elec- Agricultural,Y,0,0,NA
95540,10,2017,Elec- Agricultural,Y,0,0,NA
95540,11,2017,Elec- Agricultural,Y,0,0,NA
95540,12,2017,Elec- Agricultural,Y,0,0,NA
95542,10,2017,Elec- Agricultural,Y,0,0,NA
95542,11,2017,Elec- Agricultural,Y,0,0,NA
95542,12,2017,Elec- Agricultural,Y,0,0,NA
95546,10,2017,Elec- Agricultural,Y,0,0,NA
95546,11,2017,Elec- Agricultural,Y,0,0,NA
95546,12,2017,Elec- Agricultural,Y,0,0,NA
95547,10,2017,Elec- Agricultural,Y,0,0,NA
95547,11,2017,Elec- Agricultural,Y,0,0,NA
95547,12,2017,Elec- Agricultural,Y,0,0,NA
95549,10,2017,Elec- Agricultural,Y,0,0,NA
95549,11,2017,Elec- Agricultural,Y,0,0,NA
95549,12,2017,Elec- Agricultural,Y,0,0,NA
95550,10,2017,Elec- Agricultural,Y,0,0,NA
95550,11,2017,Elec- Agricultural,Y,0,0,NA
95550,12,2017,Elec- Agricultural,Y,0,0,NA
95551,10,2017,Elec- Agricultural,Y,0,0,NA
95551,11,2017,Elec- Agricultural,Y,0,0,NA
95551,12,2017,Elec- Agricultural,Y,0,0,NA
95552,10,2017,Elec- Agricultural,Y,0,0,NA
95552,11,2017,Elec- Agricultural,Y,0,0,NA
95552,12,2017,Elec- Agricultural,Y,0,0,NA
95555,10,2017,Elec- Agricultural,Y,0,0,NA
95555,11,2017,Elec- Agricultural,Y,0,0,NA
95555,12,2017,Elec- Agricultural,Y,0,0,NA
95556,10,2017,Elec- Agricultural,Y,0,0,NA
95556,11,2017,Elec- Agricultural,Y,0,0,NA
95556,12,2017,Elec- Agricultural,Y,0,0,NA
95558,10,2017,Elec- Agricultural,Y,0,0,NA
95558,11,2017,Elec- Agricultural,Y,0,0,NA
95558,12,2017,Elec- Agricultural,Y,0,0,NA
95560,10,2017,Elec- Agricultural,Y,0,0,NA
95560,11,2017,Elec- Agricultural,Y,0,0,NA
95560,12,2017,Elec- Agricultural,Y,0,0,NA
95562,10,2017,Elec- Agricultural,Y,0,0,NA
95562,11,2017,Elec- Agricultural,Y,0,0,NA
95562,12,2017,Elec- Agricultural,Y,0,0,NA
95564,10,2017,Elec- Agricultural,Y,0,0,NA
95564,11,2017,Elec- Agricultural,Y,0,0,NA
95564,12,2017,Elec- Agricultural,Y,0,0,NA
95565,10,2017,Elec- Agricultural,Y,0,0,NA
95565,11,2017,Elec- Agricultural,Y,0,0,NA
95565,12,2017,Elec- Agricultural,Y,0,0,NA
95569,10,2017,Elec- Agricultural,Y,0,0,NA
95569,11,2017,Elec- Agricultural,Y,0,0,NA
95569,12,2017,Elec- Agricultural,Y,0,0,NA
95570,10,2017,Elec- Agricultural,Y,0,0,NA
95570,11,2017,Elec- Agricultural,Y,0,0,NA
95570,12,2017,Elec- Agricultural,Y,0,0,NA
95573,10,2017,Elec- Agricultural,Y,0,0,NA
95573,11,2017,Elec- Agricultural,Y,0,0,NA
95573,12,2017,Elec- Agricultural,Y,0,0,NA
95587,10,2017,Elec- Agricultural,Y,0,0,NA
95587,11,2017,Elec- Agricultural,Y,0,0,NA
95587,12,2017,Elec- Agricultural,Y,0,0,NA
95589,10,2017,Elec- Agricultural,Y,0,0,NA
95589,11,2017,Elec- Agricultural,Y,0,0,NA
95589,12,2017,Elec- Agricultural,Y,0,0,NA
95602,10,2017,Elec- Agricultural,Y,0,0,NA
95602,11,2017,Elec- Agricultural,Y,0,0,NA
95602,12,2017,Elec- Agricultural,Y,0,0,NA
95603,10,2017,Elec- Agricultural,Y,0,0,NA
95603,11,2017,Elec- Agricultural,Y,0,0,NA
95603,12,2017,Elec- Agricultural,Y,0,0,NA
95605,10,2017,Elec- Agricultural,Y,0,0,NA
95605,11,2017,Elec- Agricultural,Y,0,0,NA
95605,12,2017,Elec- Agricultural,Y,0,0,NA
95606,10,2017,Elec- Agricultural,Y,0,0,NA
95606,11,2017,Elec- Agricultural,Y,0,0,NA
95606,12,2017,Elec- Agricultural,Y,0,0,NA
95607,10,2017,Elec- Agricultural,Y,0,0,NA
95607,11,2017,Elec- Agricultural,Y,0,0,NA
95607,12,2017,Elec- Agricultural,Y,0,0,NA
95610,11,2017,Elec- Agricultural,Y,0,0,NA
95610,12,2017,Elec- Agricultural,Y,0,0,NA
95612,10,2017,Elec- Agricultural,Y,0,0,NA
95612,11,2017,Elec- Agricultural,Y,0,0,NA
95612,12,2017,Elec- Agricultural,Y,0,0,NA
95614,10,2017,Elec- Agricultural,Y,0,0,NA
95614,11,2017,Elec- Agricultural,Y,0,0,NA
95614,12,2017,Elec- Agricultural,Y,0,0,NA
95615,10,2017,Elec- Agricultural,Y,0,0,NA
95615,11,2017,Elec- Agricultural,Y,0,0,NA
95615,12,2017,Elec- Agricultural,Y,0,0,NA
95616,10,2017,Elec- Agricultural,Y,0,0,NA
95616,11,2017,Elec- Agricultural,Y,0,0,NA
95616,12,2017,Elec- Agricultural,Y,0,0,NA
95618,10,2017,Elec- Agricultural,Y,0,0,NA
95618,11,2017,Elec- Agricultural,Y,0,0,NA
95618,12,2017,Elec- Agricultural,Y,0,0,NA
95619,10,2017,Elec- Agricultural,Y,0,0,NA
95619,11,2017,Elec- Agricultural,Y,0,0,NA
95619,12,2017,Elec- Agricultural,Y,0,0,NA
95620,10,2017,Elec- Agricultural,Y,0,0,NA
95620,11,2017,Elec- Agricultural,Y,0,0,NA
95620,12,2017,Elec- Agricultural,Y,0,0,NA
95623,10,2017,Elec- Agricultural,Y,0,0,NA
95623,11,2017,Elec- Agricultural,Y,0,0,NA
95623,12,2017,Elec- Agricultural,Y,0,0,NA
95626,10,2017,Elec- Agricultural,Y,0,0,NA
95626,11,2017,Elec- Agricultural,Y,0,0,NA
95626,12,2017,Elec- Agricultural,Y,0,0,NA
95627,10,2017,Elec- Agricultural,Y,0,0,NA
95627,11,2017,Elec- Agricultural,Y,0,0,NA
95627,12,2017,Elec- Agricultural,Y,0,0,NA
95628,10,2017,Elec- Agricultural,Y,0,0,NA
95628,11,2017,Elec- Agricultural,Y,0,0,NA
95628,12,2017,Elec- Agricultural,Y,0,0,NA
95629,10,2017,Elec- Agricultural,Y,0,0,NA
95629,11,2017,Elec- Agricultural,Y,0,0,NA
95629,12,2017,Elec- Agricultural,Y,0,0,NA
95631,10,2017,Elec- Agricultural,Y,0,0,NA
95631,11,2017,Elec- Agricultural,Y,0,0,NA
95631,12,2017,Elec- Agricultural,Y,0,0,NA
95632,10,2017,Elec- Agricultural,N,107,380799,3559
95632,11,2017,Elec- Agricultural,Y,0,0,NA
95632,12,2017,Elec- Agricultural,Y,0,0,NA
95633,10,2017,Elec- Agricultural,Y,0,0,NA
95633,11,2017,Elec- Agricultural,Y,0,0,NA
95633,12,2017,Elec- Agricultural,Y,0,0,NA
95634,10,2017,Elec- Agricultural,Y,0,0,NA
95634,11,2017,Elec- Agricultural,Y,0,0,NA
95634,12,2017,Elec- Agricultural,Y,0,0,NA
95635,10,2017,Elec- Agricultural,Y,0,0,NA
95635,11,2017,Elec- Agricultural,Y,0,0,NA
95635,12,2017,Elec- Agricultural,Y,0,0,NA
95637,10,2017,Elec- Agricultural,Y,0,0,NA
95637,11,2017,Elec- Agricultural,Y,0,0,NA
95637,12,2017,Elec- Agricultural,Y,0,0,NA
95640,10,2017,Elec- Agricultural,Y,62,39828,642
95640,11,2017,Elec- Agricultural,N,42,9656,230
95640,12,2017,Elec- Agricultural,Y,0,0,NA
95641,10,2017,Elec- Agricultural,Y,0,0,NA
95641,11,2017,Elec- Agricultural,Y,0,0,NA
95641,12,2017,Elec- Agricultural,Y,0,0,NA
95642,10,2017,Elec- Agricultural,Y,0,0,NA
95642,11,2017,Elec- Agricultural,Y,0,0,NA
95642,12,2017,Elec- Agricultural,Y,0,0,NA
95645,10,2017,Elec- Agricultural,Y,0,0,NA
95645,11,2017,Elec- Agricultural,Y,0,0,NA
95645,12,2017,Elec- Agricultural,Y,0,0,NA
95648,10,2017,Elec- Agricultural,Y,421,691618,1643
95648,11,2017,Elec- Agricultural,Y,0,0,NA
95648,12,2017,Elec- Agricultural,Y,0,0,NA
95650,10,2017,Elec- Agricultural,Y,81,66952,827
95650,11,2017,Elec- Agricultural,Y,257,181419,706
95650,12,2017,Elec- Agricultural,Y,213,164166,771
95651,10,2017,Elec- Agricultural,Y,0,0,NA
95651,11,2017,Elec- Agricultural,Y,0,0,NA
95651,12,2017,Elec- Agricultural,Y,0,0,NA
95653,10,2017,Elec- Agricultural,Y,0,0,NA
95653,11,2017,Elec- Agricultural,Y,0,0,NA
95653,12,2017,Elec- Agricultural,Y,0,0,NA
95658,10,2017,Elec- Agricultural,Y,0,0,NA
95658,11,2017,Elec- Agricultural,Y,0,0,NA
95658,12,2017,Elec- Agricultural,Y,0,0,NA
95659,10,2017,Elec- Agricultural,Y,0,0,NA
95659,11,2017,Elec- Agricultural,Y,0,0,NA
95659,12,2017,Elec- Agricultural,Y,0,0,NA
95663,10,2017,Elec- Agricultural,Y,0,0,NA
95663,11,2017,Elec- Agricultural,Y,0,0,NA
95663,12,2017,Elec- Agricultural,Y,0,0,NA
95664,10,2017,Elec- Agricultural,Y,0,0,NA
95664,11,2017,Elec- Agricultural,Y,0,0,NA
95664,12,2017,Elec- Agricultural,Y,0,0,NA
95665,10,2017,Elec- Agricultural,Y,0,0,NA
95665,11,2017,Elec- Agricultural,Y,0,0,NA
95665,12,2017,Elec- Agricultural,Y,0,0,NA
95666,10,2017,Elec- Agricultural,Y,0,0,NA
95666,11,2017,Elec- Agricultural,Y,0,0,NA
95666,12,2017,Elec- Agricultural,Y,0,0,NA
95667,10,2017,Elec- Agricultural,Y,0,0,NA
95667,11,2017,Elec- Agricultural,Y,0,0,NA
95667,12,2017,Elec- Agricultural,Y,0,0,NA
95668,10,2017,Elec- Agricultural,Y,0,0,NA
95668,11,2017,Elec- Agricultural,Y,0,0,NA
95668,12,2017,Elec- Agricultural,Y,0,0,NA
95669,10,2017,Elec- Agricultural,Y,215,269939,1256
95669,11,2017,Elec- Agricultural,N,93,61636,663
95669,12,2017,Elec- Agricultural,Y,160,57914,362
95672,10,2017,Elec- Agricultural,Y,0,0,NA
95672,11,2017,Elec- Agricultural,Y,0,0,NA
95672,12,2017,Elec- Agricultural,Y,0,0,NA
95674,10,2017,Elec- Agricultural,Y,0,0,NA
95674,11,2017,Elec- Agricultural,Y,0,0,NA
95674,12,2017,Elec- Agricultural,Y,0,0,NA
95678,10,2017,Elec- Agricultural,Y,0,0,NA
95678,11,2017,Elec- Agricultural,Y,0,0,NA
95678,12,2017,Elec- Agricultural,Y,0,0,NA
95679,10,2017,Elec- Agricultural,Y,0,0,NA
95679,11,2017,Elec- Agricultural,Y,0,0,NA
95679,12,2017,Elec- Agricultural,Y,0,0,NA
95681,10,2017,Elec- Agricultural,Y,0,0,NA
95681,11,2017,Elec- Agricultural,Y,0,0,NA
95681,12,2017,Elec- Agricultural,Y,0,0,NA
95682,10,2017,Elec- Agricultural,Y,0,0,NA
95682,11,2017,Elec- Agricultural,Y,0,0,NA
95682,12,2017,Elec- Agricultural,Y,0,0,NA
95684,10,2017,Elec- Agricultural,Y,0,0,NA
95684,11,2017,Elec- Agricultural,Y,51,16772,329
95684,12,2017,Elec- Agricultural,Y,61,18706,307
95685,10,2017,Elec- Agricultural,Y,0,0,NA
95685,11,2017,Elec- Agricultural,Y,0,0,NA
95685,12,2017,Elec- Agricultural,Y,0,0,NA
95687,10,2017,Elec- Agricultural,Y,0,0,NA
95687,11,2017,Elec- Agricultural,Y,0,0,NA
95687,12,2017,Elec- Agricultural,Y,0,0,NA
95688,10,2017,Elec- Agricultural,Y,0,0,NA
95688,11,2017,Elec- Agricultural,Y,0,0,NA
95688,12,2017,Elec- Agricultural,Y,0,0,NA
95689,10,2017,Elec- Agricultural,Y,0,0,NA
95689,11,2017,Elec- Agricultural,Y,0,0,NA
95689,12,2017,Elec- Agricultural,Y,0,0,NA
95690,10,2017,Elec- Agricultural,Y,0,0,NA
95690,11,2017,Elec- Agricultural,Y,0,0,NA
95690,12,2017,Elec- Agricultural,Y,0,0,NA
95691,10,2017,Elec- Agricultural,Y,0,0,NA
95691,11,2017,Elec- Agricultural,Y,0,0,NA
95691,12,2017,Elec- Agricultural,Y,0,0,NA
95692,10,2017,Elec- Agricultural,Y,0,0,NA
95692,11,2017,Elec- Agricultural,Y,0,0,NA
95692,12,2017,Elec- Agricultural,Y,0,0,NA
95694,10,2017,Elec- Agricultural,Y,0,0,NA
95694,11,2017,Elec- Agricultural,Y,0,0,NA
95694,12,2017,Elec- Agricultural,Y,0,0,NA
95695,10,2017,Elec- Agricultural,Y,1813,25940587,14308
95695,11,2017,Elec- Agricultural,Y,0,0,NA
95695,12,2017,Elec- Agricultural,Y,0,0,NA
95698,10,2017,Elec- Agricultural,Y,0,0,NA
95698,11,2017,Elec- Agricultural,Y,0,0,NA
95698,12,2017,Elec- Agricultural,Y,0,0,NA
95703,10,2017,Elec- Agricultural,Y,0,0,NA
95703,11,2017,Elec- Agricultural,Y,0,0,NA
95703,12,2017,Elec- Agricultural,Y,0,0,NA
95709,10,2017,Elec- Agricultural,Y,0,0,NA
95709,11,2017,Elec- Agricultural,Y,0,0,NA
95709,12,2017,Elec- Agricultural,Y,0,0,NA
95746,10,2017,Elec- Agricultural,Y,0,0,NA
95746,11,2017,Elec- Agricultural,Y,0,0,NA
95746,12,2017,Elec- Agricultural,Y,0,0,NA
95747,10,2017,Elec- Agricultural,Y,0,0,NA
95747,11,2017,Elec- Agricultural,Y,0,0,NA
95747,12,2017,Elec- Agricultural,Y,0,0,NA
95762,10,2017,Elec- Agricultural,Y,0,0,NA
95762,11,2017,Elec- Agricultural,Y,0,0,NA
95762,12,2017,Elec- Agricultural,Y,0,0,NA
95776,10,2017,Elec- Agricultural,Y,0,0,NA
95776,11,2017,Elec- Agricultural,Y,0,0,NA
95776,12,2017,Elec- Agricultural,Y,0,0,NA
95831,10,2017,Elec- Agricultural,Y,0,0,NA
95831,11,2017,Elec- Agricultural,Y,0,0,NA
95831,12,2017,Elec- Agricultural,Y,0,0,NA
95837,10,2017,Elec- Agricultural,Y,0,0,NA
95837,11,2017,Elec- Agricultural,Y,0,0,NA
95837,12,2017,Elec- Agricultural,Y,0,0,NA
95901,10,2017,Elec- Agricultural,Y,1380,8612852,6241
95901,11,2017,Elec- Agricultural,Y,1645,3533322,2148
95901,12,2017,Elec- Agricultural,Y,7297,11051361,1515
95903,10,2017,Elec- Agricultural,Y,0,0,NA
95903,11,2017,Elec- Agricultural,Y,0,0,NA
95903,12,2017,Elec- Agricultural,Y,0,0,NA
95912,10,2017,Elec- Agricultural,Y,0,0,NA
95912,11,2017,Elec- Agricultural,Y,0,0,NA
95912,12,2017,Elec- Agricultural,Y,0,0,NA
95913,10,2017,Elec- Agricultural,N,60,490951,8183
95914,10,2017,Elec- Agricultural,Y,0,0,NA
95914,11,2017,Elec- Agricultural,Y,0,0,NA
95914,12,2017,Elec- Agricultural,Y,0,0,NA
95916,10,2017,Elec- Agricultural,Y,0,0,NA
95916,11,2017,Elec- Agricultural,Y,0,0,NA
95916,12,2017,Elec- Agricultural,Y,0,0,NA
95917,10,2017,Elec- Agricultural,Y,0,0,NA
95917,11,2017,Elec- Agricultural,Y,0,0,NA
95917,12,2017,Elec- Agricultural,Y,0,0,NA
95918,10,2017,Elec- Agricultural,Y,0,0,NA
95918,11,2017,Elec- Agricultural,Y,0,0,NA
95918,12,2017,Elec- Agricultural,Y,0,0,NA
95919,10,2017,Elec- Agricultural,Y,0,0,NA
95919,11,2017,Elec- Agricultural,Y,0,0,NA
95919,12,2017,Elec- Agricultural,Y,0,0,NA
95920,10,2017,Elec- Agricultural,Y,0,0,NA
95920,11,2017,Elec- Agricultural,Y,0,0,NA
95920,12,2017,Elec- Agricultural,Y,0,0,NA
95922,10,2017,Elec- Agricultural,Y,0,0,NA
95922,11,2017,Elec- Agricultural,Y,0,0,NA
95922,12,2017,Elec- Agricultural,Y,0,0,NA
95926,10,2017,Elec- Agricultural,Y,0,0,NA
95926,11,2017,Elec- Agricultural,Y,0,0,NA
95926,12,2017,Elec- Agricultural,Y,0,0,NA
95928,10,2017,Elec- Agricultural,Y,1235,8913379,7217
95928,11,2017,Elec- Agricultural,Y,0,0,NA
95928,12,2017,Elec- Agricultural,Y,0,0,NA
95932,10,2017,Elec- Agricultural,Y,0,0,NA
95932,11,2017,Elec- Agricultural,Y,0,0,NA
95932,12,2017,Elec- Agricultural,Y,0,0,NA
95934,10,2017,Elec- Agricultural,Y,0,0,NA
95934,11,2017,Elec- Agricultural,Y,0,0,NA
95934,12,2017,Elec- Agricultural,Y,0,0,NA
95935,10,2017,Elec- Agricultural,Y,0,0,NA
95935,11,2017,Elec- Agricultural,Y,0,0,NA
95935,12,2017,Elec- Agricultural,Y,0,0,NA
95937,10,2017,Elec- Agricultural,Y,0,0,NA
95937,11,2017,Elec- Agricultural,Y,0,0,NA
95937,12,2017,Elec- Agricultural,Y,0,0,NA
95938,10,2017,Elec- Agricultural,Y,0,0,NA
95938,11,2017,Elec- Agricultural,Y,0,0,NA
95938,12,2017,Elec- Agricultural,Y,0,0,NA
95939,10,2017,Elec- Agricultural,Y,0,0,NA
95939,11,2017,Elec- Agricultural,Y,0,0,NA
95939,12,2017,Elec- Agricultural,Y,0,0,NA
95941,10,2017,Elec- Agricultural,Y,0,0,NA
95941,11,2017,Elec- Agricultural,Y,0,0,NA
95941,12,2017,Elec- Agricultural,Y,0,0,NA
95942,10,2017,Elec- Agricultural,Y,0,0,NA
95942,11,2017,Elec- Agricultural,Y,0,0,NA
95942,12,2017,Elec- Agricultural,Y,0,0,NA
95943,10,2017,Elec- Agricultural,Y,0,0,NA
95943,11,2017,Elec- Agricultural,Y,0,0,NA
95943,12,2017,Elec- Agricultural,Y,0,0,NA
95945,10,2017,Elec- Agricultural,Y,0,0,NA
95945,11,2017,Elec- Agricultural,Y,0,0,NA
95945,12,2017,Elec- Agricultural,Y,0,0,NA
95946,10,2017,Elec- Agricultural,Y,0,0,NA
95946,11,2017,Elec- Agricultural,Y,0,0,NA
95946,12,2017,Elec- Agricultural,Y,0,0,NA
95947,10,2017,Elec- Agricultural,Y,0,0,NA
95947,11,2017,Elec- Agricultural,Y,0,0,NA
95947,12,2017,Elec- Agricultural,Y,0,0,NA
95948,10,2017,Elec- Agricultural,Y,0,0,NA
95948,11,2017,Elec- Agricultural,Y,0,0,NA
95948,12,2017,Elec- Agricultural,Y,0,0,NA
95949,10,2017,Elec- Agricultural,Y,57,22161,389
95949,11,2017,Elec- Agricultural,Y,0,0,NA
95949,12,2017,Elec- Agricultural,Y,0,0,NA
95951,10,2017,Elec- Agricultural,Y,0,0,NA
95951,11,2017,Elec- Agricultural,Y,0,0,NA
95951,12,2017,Elec- Agricultural,Y,0,0,NA
95953,10,2017,Elec- Agricultural,Y,0,0,NA
95953,11,2017,Elec- Agricultural,Y,0,0,NA
95953,12,2017,Elec- Agricultural,Y,0,0,NA
95954,10,2017,Elec- Agricultural,Y,0,0,NA
95954,11,2017,Elec- Agricultural,Y,0,0,NA
95954,12,2017,Elec- Agricultural,Y,0,0,NA
95955,10,2017,Elec- Agricultural,Y,0,0,NA
95955,11,2017,Elec- Agricultural,Y,0,0,NA
95955,12,2017,Elec- Agricultural,Y,0,0,NA
95957,10,2017,Elec- Agricultural,Y,0,0,NA
95957,11,2017,Elec- Agricultural,Y,0,0,NA
95957,12,2017,Elec- Agricultural,Y,0,0,NA
95959,10,2017,Elec- Agricultural,Y,30,18307,610
95959,11,2017,Elec- Agricultural,Y,65,30677,472
95959,12,2017,Elec- Agricultural,Y,30,12237,408
95960,10,2017,Elec- Agricultural,Y,0,0,NA
95960,11,2017,Elec- Agricultural,Y,0,0,NA
95960,12,2017,Elec- Agricultural,Y,0,0,NA
95961,10,2017,Elec- Agricultural,Y,0,0,NA
95961,11,2017,Elec- Agricultural,Y,0,0,NA
95961,12,2017,Elec- Agricultural,Y,0,0,NA
95962,10,2017,Elec- Agricultural,Y,0,0,NA
95962,11,2017,Elec- Agricultural,Y,0,0,NA
95962,12,2017,Elec- Agricultural,Y,0,0,NA
95963,10,2017,Elec- Agricultural,Y,1989,11311666,5687
95963,11,2017,Elec- Agricultural,Y,3274,7442348,2273
95963,12,2017,Elec- Agricultural,Y,0,0,NA
95965,10,2017,Elec- Agricultural,Y,0,0,NA
95965,11,2017,Elec- Agricultural,Y,0,0,NA
95965,12,2017,Elec- Agricultural,Y,0,0,NA
95966,10,2017,Elec- Agricultural,Y,0,0,NA
95966,11,2017,Elec- Agricultural,Y,0,0,NA
95966,12,2017,Elec- Agricultural,Y,0,0,NA
